Header,Meter,Sensor,Date,Extra,Errors,Filename
S,S,S,Y,1,,.\Other Files\jb\Data 3-3-2014 1.35.47 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.11 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.12 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.13 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.14 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.15 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.16 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.17 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.18 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.19 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.20 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.21 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.22 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.23 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.24 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.36.25 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.31 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.32 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.33 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.34 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.35 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.36 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.37 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.38 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.39 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.40 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.41 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.42 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.43 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.44 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.45 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.46 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.47 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.48 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.49 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.50 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.51 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.52 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.53 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.54 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.55 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.56 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.57 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.58 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.37.59 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.00 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.01 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.02 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.03 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.04 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.05 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.06 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.07 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.08 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.09 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.11 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.12 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.13 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.14 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.15 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.16 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.18 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.19 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.20 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.21 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.23 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.24 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.25 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.27 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.28 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.30 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.31 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.33 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.34 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.36 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.37 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.39 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.40 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.42 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.44 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.45 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.47 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.49 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.50 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.52 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.54 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.56 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.58 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.38.59 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.01 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.03 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.05 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.07 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.09 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.11 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.13 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.15 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.17 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.20 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.22 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.24 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.26 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.28 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.30 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.32 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.35 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.37 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.39 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.42 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.45 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.47 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.50 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.52 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.55 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.39.58 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.40.00 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.40.03 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-3-2014 5.40.06 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.27 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.28 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.29 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.30 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.31 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.32 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.33 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.34 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.35 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.36 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.37 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.38 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.39 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.40 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.41 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 3-5-2014 2.10.42 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.43 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.44 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.45 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.46 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.47 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.48 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.49 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.50 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.51 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.52 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.53 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.54 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.55 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.56 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.57 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.58 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.36.59 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.00 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.01 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.02 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.03 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.04 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.05 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.06 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.07 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.08 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.09 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.10 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.11 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.12 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.13 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.14 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.15 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.16 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.17 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.18 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.19 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.20 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.21 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.23 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.24 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.25 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.26 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.27 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.28 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.30 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.31 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.32 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.34 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.35 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.36 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.38 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.39 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.40 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.42 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.43 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.45 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.46 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.47 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.49 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.51 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.52 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.54 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.55 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.57 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.37.59 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.00 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.02 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.04 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.06 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.07 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.09 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.11 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.13 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.15 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.16 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.18 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.20 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.22 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.24 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.26 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.29 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.31 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.33 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.35 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.37 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.39 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.41 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.44 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.46 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.48 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.50 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.52 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.55 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.38.57 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.00 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.02 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.05 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.07 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.09 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.12 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.14 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.17 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.20 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.23 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.25 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.28 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.31 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.34 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.36 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.39 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.42 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.45 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.47 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.50 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.53 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.56 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.39.59 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.02 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.05 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.08 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.11 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.14 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.17 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.20 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.24 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.27 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.30 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.34 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.37 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.41 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.44 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.48 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.51 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.54 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.40.58 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.01 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.04 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.08 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.12 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.16 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.19 PM.csv
S,S,S,Y,1,,.\Other Files\jb\Data 3-5-2014 5.41.23 PM.csv
N,N,N,N,0,,.\Other Files\jb\Data 5-14-2014 6.22.58 PM.csv
S,S,S,Y,2,,.\Other Files\jb\Data.csv
N,N,N,N,0,,.\Other Files\jb\DataFile.csv
N,N,N,N,0,,.\Other Files\jb\DJIA.csv
N,N,N,N,0,,.\Other Files\jb\DJIAD.csv
N,N,N,N,0,,.\Other Files\jb\DJIAM.csv
S,S,S,Y,2,,.\Other Files\jb\energy-fixed.csv
S,S,S,Y,2,,.\Other Files\jb\energy-old format.csv
S,S,S,Y,2,,.\Other Files\jb\energy.csv
S,S,S,Y,2,,.\Other Files\jb\energy1.csv
S,S,S,Y,2,,.\Other Files\jb\energy2 (2).csv
S,S,S,Y,2,,.\Other Files\jb\energy2 (3).csv
S,S,S,Y,2,,.\Other Files\jb\energy2.csv
S,S,S,Y,2,,.\Other Files\jb\energyA.csv
N,N,N,N,0,,.\Other Files\jb\EnergyMax energy comma.csv
N,N,N,N,0,,.\Other Files\jb\ErrorMessages.csv
N,N,N,N,0,,.\Other Files\jb\EURUSD_Daily.csv
N,N,N,N,0,,.\Other Files\jb\EURUSD_Hourly.csv
S,S,S,Y,2,,.\Other Files\jb\Every1000Mean.csv
S,S,S,Y,2,,.\Other Files\jb\Every1000Mean1.csv
S,S,S,Y,2,,.\Other Files\jb\Every1000Skip1.csv
N,N,N,N,0,,.\Other Files\jb\ExampleData.csv
S,S,S,Y,2,,.\Other Files\jb\ExamplePyro.csv
S,S,S,Y,2,,.\Other Files\jb\ExamplePyro2.csv
S,S,S,Y,2,,.\Other Files\jb\ExamplePyro3.csv
S,S,S,Y,2,,.\Other Files\jb\Export1.csv
S,S,S,Y,1,,.\Other Files\jb\fast-binary.csv
S,S,S,Y,1,,.\Other Files\jb\fast-sin.csv
S,S,S,Y,1,,.\Other Files\jb\fast-sin2.csv
S,S,S,Y,1,,.\Other Files\jb\fast-sinx.csv
S,S,S,Y,2,,.\Other Files\jb\fast.csv
S,S,S,Y,2,,.\Other Files\jb\fast.tsv.csv
S,S,S,Y,2,,.\Other Files\jb\Fast2.csv
S,S,S,Y,1,,.\Other Files\jb\first-circ.csv
S,S,S,Y,2,,.\Other Files\jb\first1.csv
S,S,S,Y,2,,.\Other Files\jb\first2.csv
S,S,S,Y,2,,.\Other Files\jb\first3.csv
S,S,S,Y,1,,.\Other Files\jb\fixed1.csv
S,S,S,Y,1,,.\Other Files\jb\fixed2.csv
S,S,S,Y,1,,.\Other Files\jb\fixed3.csv
S,S,S,Y,1,,.\Other Files\jb\fixed4.csv
S,S,S,Y,1,,.\Other Files\jb\fri2.csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@1KHz_100uSec_Pulsewidth (2).csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@1KHz_100uSec_Pulsewidth (3).csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@1KHz_100uSec_Pulsewidth.csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@25KHz_20uSec_Pulsewidth_PreTrig_11mSec (2).csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@25KHz_20uSec_Pulsewidth_PreTrig_11mSec.csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@25KHz_20uSec_Pulsewidth_PreTrig_11mSec_Truncated (2).csv
S,S,S,Y,2,,.\Other Files\jb\GEM100@25KHz_20uSec_Pulsewidth_PreTrig_11mSec_Truncated.csv
S,S,S,Y,1,,.\Other Files\jb\glitches.csv
S,S,S,Y,1,,.\Other Files\jb\heisenberg1.csv
S,S,S,Y,1,,.\Other Files\jb\heisenberg2.csv
S,S,S,Y,1,,.\Other Files\jb\heisenberg3.csv
S,S,S,Y,2,,.\Other Files\jb\High Speed Export (2).csv
S,S,S,Y,2,,.\Other Files\jb\High Speed Export (3).csv
