ABindingInstanceHasAlreadyBeenAssociatedTo1,A binding instance has already been associated to listen URI '{0}'. If two endpoints want to share the same ListenUri, they must also share the same binding object instance. The two conflicting endpoints were either specified in AddServiceEndpoint() calls, in a config file, or a combination of AddServiceEndpoint() and config. 
FlushBufferAlreadyInUse,Cannot write to a buffer which is currently being flushed. 
ForLoop_CommonType2,Cannot convert start value of type '{0}' and step value of type '{1}' to a common numeric type.
ForLoop_CommonType3,Cannot convert start value of type '{0}', limit value of type '{1}', and step value of type '{2}' to a common numeric type.
ForLoop_ConvertToType3,Cannot convert argument '{0}' of type '{1}' to type '{2}'.
ForLoop_OperatorRequired2,Type '{0}' must define an operator '{1}', with parameters of type '{0}', to be used in a 'For' statement.
ForLoop_UnacceptableOperator2,Return and parameter types of '{0}' must be of type '{1}' to be used in a 'For' statement.
ForLoop_UnacceptableRelOperator2,Parameter types of '{0}' must be of type '{1}' to be used in a 'For' statement.
Format_Bad7BitInt32,Too many bytes in what should have been a 7 bit encoded Int32.
Format_BadBase64Char,The input is not a valid Base-64 string as it contains a non-base 64 character, more than two padding characters, or an illegal character among the padding characters.
Format_BadBase64CharArrayLength,Invalid length for a Base-64 char array or string.
Format_BadBoolean,String was not recognized as a valid Boolean.
Format_BadFormatSpecifier,Format specifier was invalid.
Format_BadQuote,Cannot find a matching quote character for the character '{0}'.
Format_BadTimeSpan,String was not recognized as a valid TimeSpan.
Format_EmptyInputString,Input string was either empty or contained only whitespace.
Format_ExtraJunkAtEnd,Additional non-parsable characters are at the end of the string.
Format_GuidBrace,Expected {0xdddddddd, etc}.
Format_GuidBraceAfterLastNumber,Could not find a brace, or the length between the previous token and the brace was zero (i.e., '0x,'etc.).
Format_GuidComma,Could not find a comma, or the length between the previous token and the comma was zero (i.e., '0x,'etc.).
Format_GuidDashes,Dashes are in the wrong position for GUID parsing.
Format_GuidEndBrace,Could not find the ending brace.
Format_GuidHexPrefix,Expected hex 0x in '{0}'.
Format_GuidInvalidChar,Guid string should only contain hexadecimal characters.
Format_GuidInvLen,Guid should contain 32 digits with 4 dashes (xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx).
Format_GuidUnrecognized,Unrecognized Guid format.
Format_IndexOutOfRange,Index (zero based) must be greater than or equal to zero and less than the size of the argument list.
Format_InvalidEnumFormatSpecification,Format String can be only 'G', 'g', 'X', 'x', 'F', 'f', 'D' or 'd'.
Format_InvalidGuidFormatSpecification,Format String can be only 'D', 'd', 'N', 'n', 'P', 'p', 'B', 'b', 'X' or 'x'.
Format_InvalidString,Input string was not in a correct format.
Format_NeedSingleChar,String must be exactly one character long.
Format_NoParsibleDigits,Could not find any recognizable digits.
Format_StringZeroLength,String cannot have zero length.
Format_TooLarge,The value is too large to be represented by this format specifier.
ForReplayDetectionToBeDoneRequireIntegrityMustBeSet,For replay detection to be done ProtectionLevel must be Sign or EncryptAndSign.
FoundMultipleCerts,Found multiple X.509 certificates using the following search criteria: StoreName '{0}', StoreLocation '{1}', FindType '{2}', FindValue '{3}'. Provide a more specific find value.
FoundMultipleCertsForTarget,Found multiple X.509 certificates using the following search criteria: StoreName '{0}', StoreLocation '{1}', FindType '{2}', FindValue '{3}' for target '{4}'. Provide a more specific find value.
FoundUnexpectedSignatureConfirmations,The request did not have any signatures but the reply has signature confirmations.
FramingAtEnd,An attempt was made to decode a value after the framing stream was ended.
FramingContentTypeMismatch,Content Type {0} was not supported by service {1}.  The client and service bindings may be mismatched.
FramingContentTypeTooLong,The framing content type size ({0}) exceeds the quota.
FramingContentTypeTooLongFault,Content type '{0}' is too long to be processed by the remote host. See the server logs for more details.
FramingError,Error while reading message framing format at position {0} of stream (state: {1})
FramingFaultTooLong,The framing fault size ({0}) exceeds the quota.
FramingFaultUnrecognized,Server faulted with code '{0}'.
FramingMaxMessageSizeExceeded,The maximum message size quota for incoming messages has been exceeded for the remote channel. See the server logs for more details.
FramingModeNotSupported,Framing mode {0} is not supported.
FramingModeNotSupportedFault,The .Net Framing mode being used is not supported by '{0}'. See the server logs for more details.
FramingPrematureEOF,More data was expected, but EOF was reached.
FramingRecordTypeMismatch,Expected record type '{0}', found '{1}'.
FramingSizeTooLarge,Specified size is too large for this implementation.
FramingUpgradeInvalid,The requested upgrade is not supported by '{0}'. This could be due to mismatched bindings (for example security enabled on the client and not on the server).
FramingValueNotAvailable,The value cannot be accessed because it has not yet been fully decoded.
FramingVersionNotSupported,Framing major version {0} is not supported.
FramingVersionNotSupportedFault,The .Net Framing version being used is not supported by '{0}'. See the server logs for more details.
FramingViaNotUri,The framing via ({0}) is not a valid URI.
FramingViaTooLong,The framing via size ({0}) exceeds the quota.
FramingViaTooLongFault,Via '{0}' is too long to be processed by the remote host. See the server logs for more details.
FrozenAfterWrite,Cannot modify entry in Create mode after entry has been opened for writing.
FullTrustOnlyBindingElementSecurityCheck1,The Binding with name {0} failed validation because it contains a BindingElement with type {1} which is not supported in partial trust. Consider using BasicHttpBinding or WSHttpBinding, or hosting your application in a full-trust environment.
FullTrustOnlyBindingElementSecurityCheckWSHttpBinding1,The WSHttpBinding with name {0} failed validation because it contains a BindingElement with type {1} which is not supported in partial trust. Consider disabling the message security and reliable session options, using BasicHttpBinding, or hosting your application in a full-trust environment.
FullTrustOnlyBindingSecurityCheck1,The Binding with name {0} failed validation because the Binding type {1} is not supported in partial trust. Consider using BasicHttpBinding or WSHttpBinding, or hosting your application in a full-trust environment.
GeneralSchemaValidationError,There was an error verifying some XML Schemas generated during export:\r\n{0}
GenericArgIsStaticClass,'{0}': static types cannot be used as type arguments
GenericCallbackException,A user callback threw an exception.  Check the exception stack and inner exception to determine the callback that failed.
GenericConstraintNotSatisfiedNullableEnum,The type '{3}' cannot be used as type parameter '{2}' in the generic type or method '{0}'. The nullable type '{3}' does not satisfy the constraint of '{1}'.
GenericConstraintNotSatisfiedNullableInterface,The type '{3}' cannot be used as type parameter '{2}' in the generic type or method '{0}'. The nullable type '{3}' does not satisfy the constraint of '{1}'. Nullable types can not satisfy any interface constraints.
GenericConstraintNotSatisfiedRefType,The type '{3}' cannot be used as type parameter '{2}' in the generic type or method '{0}'. There is no implicit reference conversion from '{3}' to '{1}'.
GenericConstraintNotSatisfiedTyVar,The type '{3}' cannot be used as type parameter '{2}' in the generic type or method '{0}'. There is no boxing conversion or type parameter conversion from '{3}' to '{1}'.
GenericConstraintNotSatisfiedValType,The type '{3}' cannot be used as type parameter '{2}' in the generic type or method '{0}'. There is no boxing conversion from '{3}' to '{1}'.
GenericInvalidData,Found invalid data while decoding.
GenericMethodWithArgsDoesNotExistOnType,No generic method '{0}' on type '{1}' is compatible with the supplied type arguments and arguments. No type arguments should be provided if the method is non-generic. 
GenericNameBraceMismatch,The data contract name '{0}' for type '{1}' has a curly brace '{{' that is not matched with a closing curly brace. Curly braces have special meaning in data contract names - they are used to customize the naming of data contracts for generic types.
GenericParameterNotValid,In the data contract name for type '{1}', there are curly braces with '{0}' inside, which is an invalid value. Curly braces have special meaning in data contract names - they are used to customize the naming of data contracts for generic types. Based on the number of generic parameters this type has, the contents of the curly braces must either be a number between 0 and '{2}' to insert the name of the generic parameter at that index or the '#' symbol to insert a digest of the generic parameter namespaces.
GetOnlyCollectionMustHaveAddMethod,Collection interface type '{0}' is being used as a get-only property and does not have an Add method. Consider adding a setter to the property or using a collection data contract that does have an Add method - for example IList or ICollection<T>.
GetStringAsync_OperationCancelled,Operation has been cancelled.
GetTokenInfoFailed,Could not get token information (error=0x{0:X}).
HashNameMultipleSetNotSupported,Setting the hashname after it's already been set is not supported on this platform.
HasNoTypeVars,The non-generic {1} '{0}' cannot be used with type arguments
HeaderAlreadyNotUnderstood,The message header with name '{0}' and namespace '{1}' is not present in the set of understood headers.
HeaderAlreadyUnderstood,The message header with name '{0}' and namespace '{1}' is already present in the set of understood headers.
HeaderDecryptionNotSupportedInWsSecurityJan2004,SecurityVersion.WSSecurityJan2004 does not support header decryption. Use SecurityVersion.WsSecurity11 and above or use transport security to encrypt the full message.
HeaderEncryptionNotSupportedInWsSecurityJan2004,SecurityVersion.WSSecurityJan2004 does not support header encryption. Header with name '{0}' and namespace '{1}' is configured for encryption. Consider using SecurityVersion.WsSecurity11 and above or use transport security to encrypt the full message.
HeaderNotFound,There is not a header with name {0} and namespace {1} in the message.
HeadersCannotBeAddedToEnvelopeVersion,Envelope Version '{0}' does not support adding Message Headers.
HiddenStreamName,A stream from ZipArchiveEntry has been disposed.
HomogenousAppDomainRequired,Dynamic operations can only be performed in homogenous AppDomain.
Hosting_BaseUriDeserializedNotValid,The BaseUriWithWildcard object has invalid fields after deserialization.
Hosting_CompatibilityServiceNotHosted,This service requires ASP.NET compatibility and must be hosted in IIS.  Either host the service in IIS with ASP.NET compatibility turned on in web.config or set the AspNetCompatibilityRequirementsAttribute.AspNetCompatibilityRequirementsMode property to a value other than Required.
Hosting_MemoryGatesCheckFailedUnderPartialTrust,Setting minFreeMemoryPercentageToActivateService requires full trust privilege. Please change the application's trust level or remove this setting from the configuration file.
Hosting_MisformattedBinding,The protocol binding '{0}' does not conform to the syntax for '{1}'. The following is an example of valid '{1}' protocol bindings: '{2}'.
Hosting_MisformattedBindingData,The protocol binding '{0}' is not valid for '{1}'.  This might be because the port number is out of range.
Hosting_MisformattedPort,The '{0}' protocol binding '{1}' specifies an invalid port number '{2}'.
Hosting_NoAbsoluteRelativeAddress, '{0}' is an absolute address. The supported relativeAddress formats are \
Hosting_NoHttpTransportManagerForUri,There is no compatible TransportManager found for URI '{0}'. This may be because you have used an absolute address that points outside of the virtual application. Please use a relative address instead.
Hosting_NoTcpPipeTransportManagerForUri,There is no compatible TransportManager found for URI '{0}'. This may be because you have used an absolute address that points outside of the virtual application, or the binding settings of the endpoint do not match those that have been set by other services or endpoints. Note that all bindings for the same protocol should have the same settings in the same application.
Hosting_NotSupportedProtocol,The protocol '{0}' is not supported.
Hosting_ProcessNotExecutingUnderHostedContext,'{0}' cannot be invoked within the current hosting environment. This API requires that the calling application be hosted in IIS or WAS.
Hosting_RelativeAddressFormatError,Registered relativeAddress '{0}' in configuration file is not a valid one. Possible causes could be : You specified an empty addreess or an absolute address (i.e., starting with '/' or '\\'), or the address contains invalid character[s]. The supported relativeAddress formats are \
Hosting_ServiceActivationFailed,The requested service, '{0}' could not be activated. See the server's diagnostic trace logs for more information.
Hosting_ServiceTypeNotProvided,The value for the Service attribute was not provided in the ServiceHost directive.
Hosting_VirtualPathExtenstionCanNotBeDetached,VirtualPathExtension is not allowed to be removed.
HttpAddressingNoneHeaderOnWire,The incoming message contains a SOAP header representing the WS-Addressing '{0}', yet the HTTP transport is configured with AddressingVersion.None.  As a result, the message is being dropped.  If this is not desired, then update your HTTP binding to support a different AddressingVersion.
HttpAuthDoesNotSupportRequestStreaming,HTTP request streaming cannot be used in conjunction with HTTP authentication.  Either disable request streaming or specify anonymous HTTP authentication.
HttpAuthenticationFailed,The HTTP request with client authentication scheme '{0}' failed with '{1}' status.
HttpAuthorizationFailed,The HTTP request is unauthorized with client authentication scheme '{0}'. The authentication header received from the server was '{1}'.
HttpAuthorizationForbidden,The HTTP request was forbidden with client authentication scheme '{0}'.
HttpAuthSchemeAndClientCert,The HTTPS listener factory was configured to require a client certificate and the '{0}' authentication scheme. However, only one form of client authentication can be required at once.
HttpAuthSchemeCannotBeNone,The value specified for the AuthenticationScheme property on the HttpTransportBindingElement ('{0}') is not allowed when building a ChannelFactory. If you used a standard binding, ensure the ClientCredentialType is not set to HttpClientCredentialType.InheritedFromHost, a value which is invalid on a client. If you set the value to '{0}' directly on the HttpTransportBindingElement, please set it to Digest, Negotiate, NTLM, Basic, or Anonymous.
HttpClientCredentialTypeInvalid,ClientCredentialType '{0}' can only be used on the server side, not the client side. Please use one of the following values instead 'None, Basic, Client, Digest, Ntlm, Windows'.
HttpContentLengthIncorrect,The number of bytes available is inconsistent with the HTTP Content-Length header.  There may have been a network error or the client may be sending invalid requests.
HttpContentTypeFormatException,An error ({0}) occurred while parsing the content type of the HTTP request. The content type was: {1}.
HttpContentTypeHeaderRequired,An HTTP Content-Type header is required for SOAP messaging and none was found.
HttpCookieContextExchangeMechanismNotCompatibleWithTransportCookieSetting,ContextBindingElement of binding {0}:{1} is configured with ContextExchangeMode.HttpCookie but the configuration of this binding's HttpTransportBindingElement prevents upper channel layers from managing cookies. Please set the HttpTransportBindingElement.AllowCookies property to false or change the ContextExchangeMechanism of ContextBindingElement to SoapHeader.
HttpCookieContextExchangeMechanismNotCompatibleWithTransportType,Binding {1}:{2} is configured with ContextExchangeMechanism.HttpCookie which is not compatible with the transport type {0}. Please modify the ContextExchangeMechanism or use HTTP or HTTPS transport.
HttpIfModifiedSinceParseError,The value specified, '{0}', for the If-Modified-Since header does not parse into a valid date. Check the property value and ensure that it is of the proper format.
HttpInvalidListenURI,Unable to start the HTTP listener. The URI provided, '{0}', is invalid for listening. Check the base address of your service and verify that it is a valid URI.
HttpMaxPendingAcceptsTooLargeError,The value of MaxPendingAccepts should not be larger than {0}.
HttpMessageHandlerChannelFactoryNullPipeline,'{0}' cannot return a null '{1}' instance. Please ensure that '{0}' returns a valid '{1}' instance.
HttpMessageHandlerFactoryConfigInvalid_WithBothTypeAndHandlerList,The config element '{0}' is invalid because the attribute '{1}' and the sub element '{2}' were both specified. These are mutually exclusive items and cannot be used simultaneouly.
HttpMessageHandlerFactoryWithFuncCannotGenerateConfig,This '{0}' object cannot be used to generate configuration because it was created with the constructor that takes a '{1}' as the paramter.  This functionality is not supported through configuration files.  Please use a different constructor if you wish to generate a configuration file.
HttpMessageHandlerTypeNotSupported,Invalid type: '{0}'. It must inherit from base type '{1}', cannot be abstract, and must expose a public default constructor.
HttpMutualAuthNotSatisfied,The remote HTTP server did not satisfy the mutual authentication requirement.
HttpNetnameDeleted,{0}. This often indicates that the HTTP client has prematurely closed the underlying TCP connection.
HttpNoTrackingService,{0}. This often indicates that a service that HTTP.SYS depends upon (such as httpfilter) is not started.
HttpPipelineMessagePropertyMissingError,The message property '{0}' is missing in the HttpRequestMessage. Please make sure this property not removed or changed from the properties of the HttpRequestMessage. If you are creating a new HttpRequestMessage, please copy this property from the old message to the new one.
HttpPipelineMessagePropertyTypeError,The message property '{0}' inside the HttpRequestMessage is not with expected type '{1}'. Please make sure this property not removed or changed from the properties of the HttpRequestMessage. If you are creating a new HttpRequestMessage, please copy this property from the old message to the new one.
HttpPipelineNotSupportedOnClientSide,The property '{0}' is not supported when building a ChannelFactory. The property value must be null when calling BuildChannelFactory.
HttpPipelineNotSupportNullResponseMessage,The HTTP response message should not be null. Please ensure your '{0}' instance returns a non-null '{1}' object.
HttpPipelineOperationCanceledError,HTTP pipeline operation cancelled.
HttpProxyRequiresSingleAuthScheme,The '{0}' authentication scheme has been specified for the proxy on the HTTP factory. However, the factory only supports specification of exactly one authentication scheme. Valid authentication schemes are Digest, Negotiate, NTLM, Basic, or Anonymous.
HttpReceiveFailure,An error occurred while receiving the HTTP response to {0}. This could be due to the service endpoint binding not using the HTTP protocol. This could also be due to an HTTP request context being aborted by the server (possibly due to the service shutting down). See server logs for more details.
HttpRegistrationAccessDenied,HTTP could not register URL {0}. Your process does not have access rights to this namespace (see http://go.microsoft.com/fwlink/?LinkId=70353 for details).
HttpRegistrationAlreadyExists,HTTP could not register URL {0}. Another application has already registered this URL with HTTP.SYS.
HttpRegistrationLimitExceeded,HTTP could not register URL {0} because the MaxEndpoints quota has been exceeded. To correct this, either close other HTTP-based services, or increase your MaxEndpoints registry key setting (see http://go.microsoft.com/fwlink/?LinkId=70352 for details).
HttpRegistrationPortInUse,HTTP could not register URL {0} because TCP port {1} is being used by another application.
HttpRequestAborted,The HTTP request to '{0}' was aborted.  This may be due to the local channel being closed while the request was still in progress.  If this behavior is not desired, then update your code so that it does not close the channel while request operations are still in progress.
HttpRequestTimedOut,The HTTP request to '{0}' has exceeded the allotted timeout of {1}. The time allotted to this operation may have been a portion of a longer timeout.
HttpRequiresSingleAuthScheme,The '{0}' authentication scheme has been specified on the HTTP factory. However, the factory only supports specification of exactly one authentication scheme. Valid authentication schemes are Digest, Negotiate, NTLM, Basic, or Anonymous.
HttpResponseAborted,The HTTP request context was aborted while writing the response.  As a result, the response may not have been completely written to the network.  This can be remedied by gracefully closing the request context rather than aborting it.
HttpResponseTimedOut,The HTTP request to '{0}' has exceeded the allotted timeout of {1} while reading the response. The time allotted to this operation may have been a portion of a longer timeout.
HttpSendFailure,An error occurred while making the HTTP request to {0}. This could be due to the fact that the server certificate is not configured properly with HTTP.SYS in the HTTPS case. This could also be caused by a mismatch of the security binding between the client and the server.
HttpServerTooBusy,The HTTP service located at {0} is unavailable.  This could be because the service is too busy or because no endpoint was found listening at the specified address. Please ensure that the address is correct and try accessing the service again later.
HttpsExplicitIdentity,The HTTPS channel factory does not support explicit specification of an identity in the EndpointAddress unless the authentication scheme is NTLM or Negotiate.
HttpsIdentityMultipleCerts,The endpoint identity specified when creating the HTTPS channel to '{0}' contains multiple server certificates.  However, the HTTPS transport only supports the specification of a single server certificate.  In order to create an HTTPS channel, please specify no more than one server certificate in the endpoint identity.
HttpSoapActionMismatch,The SOAP action specified on the message, '{0}', does not match the action specified on the HttpRequestMessageProperty, '{1}'.
HttpSoapActionMismatchContentType,The SOAP action specified on the message, '{0}', does not match the action specified in the content-type of the HttpRequestMessageProperty, '{1}'.
HttpSoapActionMismatchFault,The SOAP action specified on the message, '{0}', does not match the HTTP SOAP Action, '{1}'. 
HttpSpnNotFound,The SPN for the responding server at URI '{0}' could not be determined.
HttpsServerCertThumbprintMismatch,The server certificate with name '{0}' failed identity verification because its thumbprint ('{1}') does not match the one specified in the endpoint identity ('{2}').  As a result, the current HTTPS request has failed.  Please update the endpoint identity used on the client or the certificate used by the server.
HttpTargetNameDictionaryConflict,The entry found in AuthenticationManager's CustomTargetNameDictionary for {0} does not match the requested identity of {1}.
HttpToMustEqualVia,The binding specified requires that the to and via URIs must match because the Addressing Version is set to None. The to URI specified was '{0}'. The via URI specified was '{1}'.
HttpTransferError,An error ({0}) occurred while transmitting data over the HTTP channel.
HttpTransportCannotHaveMultipleAuthenticationSchemes,The policy being imported for contract '{0}:{1}' contains multiple HTTP authentication scheme assertions.  Since at most one such assertion is allowed, policy import has failed.  This may be resolved by updating the policy to contain no more than one HTTP authentication scheme assertion.
ID0020,ID0020: The collection is empty.
ID2004,ID2004: IAsyncResult must be the AsyncResult instance returned from the Begin call. The runtime is expecting '{0}', and the actual type is '{1}'.
ID3002,ID3002: WSTrustServiceContract could not create a SecurityTokenService instance from WSTrustServiceContract.SecurityTokenServiceConfiguration.
ID3004,ID3004: Cannot obtain the schema for namespace: '{0}'.
ID3022,ID3022: The WSTrustServiceContract only supports receiving RequestSecurityToken messages. If you need to support more message types, override the WSTrustServiceContract.DispatchRequest method.
ID3023,ID3023: The WSTrustServiceContract only supports receiving RequestSecurityToken messages asynchronously. If you need to support more message types, override the WSTrustServiceContract.BeginDispatchRequest and EndDispatchRequest.
ID3097,ID3097: ServiceHost does not contain any valid Endpoints. Add at least one valid endpoint in the SecurityTokenServiceConfiguration.TrustEndpoints collection.
ID3112,ID3112: Unrecognized RequestType '{0}' specified in the incoming request.
ID3113,ID3113: The WSTrustServiceContract does not support receiving '{0}' messages with the '{1}' SOAP action. If you need to support this, override the ValidateDispatchContext method.
ID3114,ID3114: The WSTrustServiceContract cannot deserialize the WS-Trust request.
ID3137,ID3137: The TrustVersion '{0}', is not supported, only 'TrustVersion.WSTrust13' and 'TrustVersion.WSTrustFeb2005' is supported.
ID3138,ID3138: The RequestSecurityTokenResponse that was received did not contain a SecurityToken.
ID3139,ID3139: The WSTrustChannel cannot compute a proof key. The KeyType '{0}' is not supported. Valid proof key types supported by the WSTrustChannel are WSTrust13 and WSTrustFeb2005.
ID3140,ID3140: Specify one or more BaseAddresses to enable metadata or set DisableWsdl to true in the SecurityTokenServiceConfiguration.
ID3141,ID3141: The RequestType '{0}', is not supported. If you need to support this RequestType, override the corresponding virtual method in your SecurityTokenService derived class.
ID3144,ID3144: The PortType '{0}' Operation '{1}' has Message '{2}' is expected to have only one part but contains '{3}'.
ID3146,ID3146: WsdlEndpointConversionContext.WsdlPort cannot be null.
ID3147,ID3147: WsdlEndpointConversionContext.WsdlPort.Service cannot be null.
ID3148,ID3148: WsdlEndpointConversionContext.WsdlPort.Service.ServiceDescription cannot be null.
ID3149,ID3149: Cannot find an input message type for PortType '({0}, {1})' for operation '{2}' in the given ServiceDescription.
ID3150,ID3150: Cannot find an output message type for PortType '({0}, {1})' for operation '{2}' in the given ServiceDescription.
ID3190,ID3190: The WSTrustChannel cannot compute a proof key without a valid SecurityToken set as the RequestSecurityToken.UseKey when the RequestSecurityToken.KeyType is '{0}'.
ID3191,ID3191: The WSTrustChannel received a RequestedSecurityTokenResponse message containing an Entropy without a ComputedKeyAlgorithm.
ID3192,ID3192: The WSTrustChannel cannot compute a proof key. The received RequestedSecurityTokenResponse does not contain a RequestedProofToken and the ComputedKeyAlgorithm specified in the response is not supported: '{0}'.
ID3193,ID3193: The WSTrustChannel cannot compute a proof key. The received RequestedSecurityTokenResponse indicates that the proof key is computed using combined entropy. However, the response does not include an entropy.
ID3194,ID3194: The WSTrustChannel cannot compute a proof key. The received RequestedSecurityTokenResponse indicates that the proof key is computed using combined entropy. However, the request does not include an entropy.
ID3269,ID3269: Cannot determine the TrustVersion. It must either be specified explicitly, or a SecurityBindingElement must be present in the binding.
ID3270,ID3270: The WSTrustChannel does not support multi-leg issuance protocols. The RSTR received from the STS must be enclosed in a RequestSecurityTokenResponseCollection element.
ID3285,ID3285: The WS-Trust operation '{0}' is not valid or unsupported.
ID3286,ID3286: The 'inner' parameter must implement the 'System.ServiceModel.Channels.IChannel' interface.
ID3287,ID3287: WSTrustChannelFactory does not support changing the value of this property after a channel is created.
ID4008,ID4008: '{0}' does not provide an implementation for '{1}'.
ID4039,ID4039: A custom ServiceAuthorizationManager has been configured. Any custom ServiceAuthorizationManager must be derived from IdentityModelServiceAuthorizationManager.
ID4041,ID4041: Cannot configure the ServiceHost '{0}'. The ServiceHost is in a bad state and cannot be configured.
ID4053,ID4053: The token has WS-SecureConversation version '{0}'.  Version '{1}' was expected.
ID4072,ID4072: The SecurityTokenHandler '{0}' registered for TokenType '{1}' must derive from '{2}'.
ID4101,ID4101: The token cannot be validated because it is not a SamlSecurityToken or a Saml2SecurityToken. Token type: '{0}'
ID4192,ID4192: The reader is not positioned on a KeyInfo element that can be read.
ID4240,ID4240: The tokenRequirement must derived from 'RecipientServiceModelSecurityTokenRequirement' for SecureConversationSecurityTokens. The tokenRequirement is of type '{0}'.
ID4244,ID4244: Internal error: sessionAuthenticator must support IIssuanceSecurityTokenAuthenticator.
ID4245,ID4245: Internal error: sessionAuthenticator must support ICommunicationObject.
ID4268,ID4268: MergeClaims must have at least one identity that is not null.
ID4271,ID4271: No IAuthorizationPolicy was found for the Transport security token '{0}'.
ID4274,ID4274: The Configuration property of this SecurityTokenHandler is set to null. Tokens cannot be read or validated in this state. Set this property or add this SecurityTokenHandler to a SecurityTokenHandlerCollection with a valid Configuration property.
ID4285,ID4285: Cannot replace SecurityToken with Id '{0}' in cache with new one. Token must exist in cache to be replaced.
ID4287,ID4287: The SecurityTokenRequirement '{0}' doesn't contain a ListenUri.
ID5004,ID5004: Unrecognized namespace: '{0}'.
ID91,Object variable or With block variable not set.
ID92,For loop not initialized.
IdentityCheckFailedForIncomingMessage,The identity check failed for the incoming message. The expected identity is '{0}' for the '{1}' target endpoint.
IdentityCheckFailedForOutgoingMessage,The identity check failed for the outgoing message. The expected identity is '{0}' for the '{1}' target endpoint.
IgnoreMessagePart3,Ignoring invalid part in wsdl:message name='{0}' from targetNamespace='{1}'. Reason: {2}
IgnoreSoapFaultBinding3,Ignoring invalid SOAP fault extension in wsdl:operation name='{0}' from targetNamespace='{1}'. Reason: {2}
IgnoreSoapHeaderBinding3,Ignoring invalid SOAP header extension in wsdl:operation name='{0}' from targetNamespace='{1}'. Reason: {2}
IllegalCondition,Illegal conditional (?(...)) expression.
IllegalEndEscape,Illegal \\ at end of pattern.
IllegalNewGenericParams,Cannot create instance of {0} because it contains generic parameters
IllegalRange,Illegal {x,y} with x > y.
ImpersonateAnonymousTokenFailed,Could not impersonate the anonymous user (error=0x{0:X}).
InaccessibleGetter,The property or indexer '{0}' cannot be used in this context because the get accessor is inaccessible
InaccessibleSetter,The property or indexer '{0}' cannot be used in this context because the set accessor is inaccessible
InAContractInheritanceHierarchyIfParentHasCallbackChildMustToo,Because base ServiceContract '{0}' has a CallbackContract '{1}', derived ServiceContract '{2}' must also specify either '{1}' or a derived type as its CallbackContract.
InAContractInheritanceHierarchyTheServiceContract3_2,In a contract inheritance hierarchy, the ServiceContract's CallbackContract must be a subtype of the CallbackContracts of all of the CallbackContracts of the ServiceContracts inherited by the original ServiceContract, Types {0} and {1} violate this rule.
InboundTransactionsDisabled,The MSDTC transaction manager has disabled incoming transactions.
IncomingSigningTokenMustBeAnEncryptedKey,For this security protocol, the incoming signing token must be an EncryptedKey.
IncompatibleBehaviors,TransactedBatchingBehavior cannot be used when ReceiveContext is being used.
IncompleteSlashP,Incomplete \\p{X} character escape.
InconsistentIsReference,The IsReference setting for type '{0}' is '{1}', but the same setting for its parent class '{2}' is '{3}'. Derived types must have the same value for IsReference as the base type. Change the setting on type '{0}' to '{3}', or on type '{2}' to '{1}', or do not set IsReference explicitly.
InconsistentLastMsgNumberExceptionString,The remote endpoint specified two different last message numbers. The reliable session is in an inconsistent state since it cannot determine the actual last message. The reliable session was faulted.
IncorrectBinaryNegotiationValueType,Incoming binary negotiation has invalid ValueType {0}.
IncorrectNumberOfArgumentsForMembers,Incorrect number of arguments for the given members 
IncorrectNumberOfConstructorArguments,Incorrect number of arguments for constructor
IncorrectNumberOfIndexes,Incorrect number of indexes
IncorrectNumberOfLambdaArguments,Incorrect number of arguments supplied for lambda invocation
IncorrectNumberOfLambdaDeclarationParameters,Incorrect number of parameters supplied for lambda declaration
IncorrectNumberOfMembersForGivenConstructor, Incorrect number of members for constructor
IncorrectNumberOfMethodCallArguments,Incorrect number of arguments supplied for call to method '{0}'
IncorrectNumberOfTypeArgsForAction,An incorrect number of type args were specified for the declaration of an Action type.
IncorrectNumberOfTypeArgsForFunc,An incorrect number of type args were specified for the declaration of a Func type.
IncorrectSpnOrUpnSpecified,Security Support Provider Interface (SSPI) authentication failed. The server may not be running in an account with identity '{0}'. If the server is running in a service account (Network Service for example), specify the account's ServicePrincipalName as the identity in the EndpointAddress for the server. If the server is running in a user account, specify the account's UserPrincipalName as the identity in the EndpointAddress for the server.
IncorrectTypeForTypeAs,The type used in TypeAs Expression must be of reference or nullable type, {0} is neither
IncrementLvalueExpected,The operand of an increment or decrement operator must be a variable, property or indexer
IndexCannotBeNegative,Index cannot be negative.
IndexedPropertyCannotBeSerialized,Property '{1}' in type '{0}' cannot be serialized because serialization of indexed properties is not supported.
IndexesOfSetGetMustMatch,Indexing parameters of getter and setter must match.
IndexOutOfRange,Index {0} is out of range.
IndexOutOfRange_IORaceCondition,Probable I/O race condition detected while copying memory. The I/O package is not thread safe by default. In multithreaded applications, a stream must be accessed in a thread-safe way, such as a thread-safe wrapper returned by TextReader's or TextWriter's Synchronized methods. This also applies to classes like StreamWriter and StreamReader.
IndexOutOfRange_UMSPosition,Unmanaged memory stream position was beyond the capacity of the stream.
InfoCardInvalidChain,Policy chain contains self issued URI or a managed issuer in the wrong position.
InitializerAddHasParamModifiers,The best overloaded method match '{0}' for the collection initializer element cannot be used. Collection initializer 'Add' methods cannot have ref or out parameters.
InnerChannelFactoryWasNotSet,Cannot open ChannelFactory as the inner channel factory was not set during the initialization process.
