Meter S/N:," ""0601B14R""",,,
0.0012256,46.55378342,0,0,0
0.0012272,41.08975983,0,0,0
0.0012288,36.23761749,0,0,0
0.0012304,31.94609642,0,0,0
0.001232,28.13139153,0,0,0
0.0012336,24.70457268,0,0,0
0.0012352,21.63152122,0,0,0
0.0012368,18.96439171,0,0,0
0.0012384,16.63900757,0,0,0
0.00124,14.48210812,0,0,0
0.0012416,12.44030285,0,0,0
0.0012432,10.63310432,0,0,0
0.0012448,8.959385872,0,0,0
0.0012464,7.452738762,0,0,0
0.001248,6.17822361,0,0,0
0.0012496,5.055928707,0,0,0
0.0012512,4.235423088,0,0,0
0.0012528,3.484044075,0,0,0
0.0012544,2.948001623,0,0,0
0.001256,2.535362005,0,0,0
0.0012576,2.171517849,0,0,0
0.0012592,1.917817116,0,0,0
0.0012608,1.70141995,0,0,0
0.0012624,1.510834932,0,0,0
0.001264,1.357730508,0,0,0
0.0012656,1.267918587,0,0,0
0.0012672,1.128073692,0,0,0
0.0012688,1.062836409,0,0,0
0.0012704,0.969665408,0,0,0
0.001272,0.908671141,0,0,0
0.0012736,0.852450311,0,0,0
0.0012752,0.800649405,0,0,0
0.0012768,0.733113706,0,0,0
0.0012784,0.744958937,0,0,0
0.00128,0.686263025,0,0,0
0.0012816,0.637821198,0,0,0
0.0012832,0.637113988,0,0,0
0.0012848,0.616252184,0,0,0
0.0012864,0.552782774,0,0,0
0.001288,0.556672275,0,0,0
0.0012896,0.547478914,0,0,0
0.0012912,0.499567479,0,0,0
0.0012928,0.538815975,0,0,0
0.0012944,0.475346535,0,0,0
0.001296,0.432562143,0,0,0
0.0012976,0.539523125,0,0,0
0.0012992,4.464195728,0,0,0
0.0013008,82.75079346,0,1, TriggerDetected
0.0013024,112.7674103,0,0,0
0.001304,123.7974701,0,0,0
0.0013056,128.8955383,0,0,0
0.0013072,128.7843323,0,0,0
0.0013088,125.0850677,0,0,0
0.0013104,118.9242935,0,0,0
0.001312,111.4297791,0,0,0
0.0013136,102.9450302,0,0,0
0.0013152,94.30117035,0,0,0
0.0013168,85.62389374,0,0,0
0.0013184,77.3147049,0,0,0
0.00132,69.48286438,0,0,0
0.0013216,62.18494034,0,0,0
0.0013232,55.45117188,0,0,0
0.0013248,49.24672699,0,0,0
0.0013264,43.55092239,0,0,0
0.001328,38.35137939,0,0,0
0.0013296,33.79784775,0,0,0
0.0013312,29.78424835,0,0,0
0.0013328,26.20061302,0,0,0
0.0013344,22.96084404,0,0,0
0.001336,20.07820129,0,0,0
0.0013376,17.58079529,0,0,0
0.0013392,15.36131001,0,0,0
0.0013408,13.28007889,0,0,0
0.0013424,11.35425091,0,0,0
0.001344,9.628201485,0,0,0
0.0013456,8.031565666,0,0,0
0.0013472,6.644962311,0,0,0
0.0013488,5.532214165,0,0,0
0.0013504,4.54004097,0,0,0
0.001352,3.76461792,0,0,0
0.0013536,3.214254856,0,0,0
0.0013552,2.68510747,0,0,0
0.0013568,2.301285505,0,0,0
0.0013584,2.035739422,0,0,0
0.00136,1.77938664,0,0,0
0.0013616,1.582790494,0,0,0
0.0013632,1.403520346,0,0,0
0.0013648,1.322725058,0,0,0
0.0013664,1.161134362,0,0,0
0.001368,1.089355588,0,0,0
0.0013696,1.000074148,0,0,0
0.0013712,0.927941799,0,0,0
0.0013728,0.891168416,0,0,0
0.0013744,0.819566429,0,0,0
0.001376,0.772185385,0,0,0
0.0013776,0.732760072,0,0,0
0.0013792,0.699699402,0,0,0
0.0013808,0.678307235,0,0,0
0.0013824,0.635346055,0,0,0
0.001384,0.612716258,0,0,0
0.0013856,0.585843444,0,0,0
0.0013872,0.565512002,0,0,0
0.0013888,0.552075565,0,0,0
0.0013904,0.531390548,0,0,0
0.001392,0.517070174,0,0,0
0.0013936,0.48825258,0,0,0
0.0013952,0.468981922,0,0,0
0.0013968,0.481711179,0,0,0
0.0013984,0.444761008,0,0,0
0.0014,35.03152466,0,1, TriggerDetected
0.0014016,101.7000427,0,0,0
0.0014032,119.0913696,0,0,0
0.0014048,126.8026352,0,0,0
0.0014064,129.0479279,0,0,0
0.001408,127.0731277,0,0,0
0.0014096,122.0426025,0,0,0
0.0014112,115.2052383,0,0,0
0.0014128,107.1120911,0,0,0
0.0014144,98.56776428,0,0,0
0.001416,89.92071533,0,0,0
0.0014176,81.44110107,0,0,0
0.0014192,73.3460083,0,0,0
0.0014208,65.70085907,0,0,0
0.0014224,58.8180542,0,0,0
0.001424,52.34505844,0,0,0
0.0014256,46.34835052,0,0,0
0.0014272,40.89722824,0,0,0
0.0014288,36.04102325,0,0,0
0.0014304,31.75940132,0,0,0
0.001432,27.94752502,0,0,0
0.0014336,24.54227448,0,0,0
0.0014352,21.43740082,0,0,0
0.0014368,18.78547668,0,0,0
0.0014384,16.42879868,0,0,0
0.00144,14.26747894,0,0,0
0.0014416,12.21312141,0,0,0
0.0014432,10.42590046,0,0,0
0.0014448,8.753772736,0,0,0
0.0014464,7.285667419,0,0,0
0.001448,6.039616108,0,0,0
0.0014496,4.964171886,0,0,0
0.0014512,4.084970474,0,0,0
0.0014528,3.480684996,0,0,0
0.0014544,2.898675919,0,0,0
0.001456,2.510610819,0,0,0
0.0014576,2.164976597,0,0,0
0.0014592,1.935142994,0,0,0
0.0014608,1.617619157,0,0,0
0.0014624,1.509067059,0,0,0
0.001464,1.390260816,0,0,0
0.0014656,1.218415976,0,0,0
0.0014672,1.143631697,0,0,0
0.0014688,1.028184533,0,0,0
0.0014704,0.965068758,0,0,0
0.001472,0.879323184,0,0,0
0.0014736,0.884803832,0,0,0
0.0014752,0.789864898,0,0,0
0.0014768,0.716848552,0,0,0
0.0014784,0.725688279,0,0,0
0.00148,0.676185668,0,0,0
0.0014816,0.640826702,0,0,0
0.0014832,0.640473068,0,0,0
0.0014848,0.596097529,0,0,0
0.0014864,0.583721876,0,0,0
0.001488,0.542705476,0,0,0
0.0014896,0.513180673,0,0,0
0.0014912,0.539523125,0,0,0
0.0014928,0.484539896,0,0,0
0.0014944,0.485954255,0,0,0
0.001496,0.486484647,0,0,0
0.0014976,0.47039628,0,0,0
0.0014992,2.047054291,0,0,0
0.0015008,78.74267578,0,1, TriggerDetected
0.0015024,111.6028595,0,0,0
0.001504,122.6677551,0,0,0
0.0015056,127.8791428,0,0,0
0.0015072,127.8671188,0,0,0
0.0015088,124.2230148,0,0,0
0.0015104,118.2657318,0,0,0
0.001512,110.7736893,0,0,0
0.0015136,102.4968567,0,0,0
0.0015152,93.88446045,0,0,0
0.0015168,85.31555939,0,0,0
0.0015184,77.03607178,0,0,0
0.00152,69.26363373,0,0,0
0.0015216,62.04615402,0,0,0
0.0015232,55.27243042,0,0,0
0.0015248,49.09627533,0,0,0
0.0015264,43.39852524,0,0,0
0.001528,38.24424362,0,0,0
0.0015296,33.66295242,0,0,0
0.0015312,29.60409355,0,0,0
0.0015328,26.0609436,0,0,0
0.0015344,22.76566124,0,0,0
0.001536,19.95373726,0,0,0
0.0015376,17.37677383,0,0,0
0.0015392,15.14296818,0,0,0
0.0015408,13.04122925,0,0,0
0.0015424,11.11257267,0,0,0
0.001544,9.3766222,0,0,0
0.0015456,7.832848072,0,0,0
0.0015472,6.504056454,0,0,0
0.0015488,5.372921944,0,0,0
0.0015504,4.432019234,0,0,0
0.001552,3.681524277,0,0,0
0.0015536,3.113835335,0,0,0
0.0015552,2.636312008,0,0,0
0.0015568,2.285020351,0,0,0
0.0015584,1.987297535,0,0,0
0.00156,1.7595855,0,0,0
0.0015616,1.553796172,0,0,0
0.0015632,1.400161266,0,0,0
0.0015648,1.262968302,0,0,0
0.0015664,1.165023923,0,0,0
0.001568,1.061245203,0,0,0
0.0015696,1.00785315,0,0,0
0.0015712,0.889223695,0,0,0
0.0015728,0.863941967,0,0,0
0.0015744,0.842726588,0,0,0
0.001576,0.737533569,0,0,0
0.0015776,0.74743408,0,0,0
0.0015792,0.69386518,0,0,0
0.0015808,0.686263025,0,0,0
0.0015824,0.616075397,0,0,0
0.001584,0.656915009,0,0,0
0.0015856,0.53916955,0,0,0
0.0015872,0.549423635,0,0,0
0.0015888,0.581777155,0,0,0
0.0015904,0.51141274,0,0,0
0.001592,0.546064556,0,0,0
0.0015936,0.472871423,0,0,0
0.0015952,0.480473608,0,0,0
0.0015968,0.467213988,0,0,0
0.0015984,0.452186406,0,0,0
0.0016,29.98155022,0,1, TriggerDetected
0.0016016,100.973587,0,0,0
0.0016032,117.674881,0,0,0
0.0016048,125.4687195,0,0,0
0.0016064,127.8276901,0,0,0
0.001608,125.9045181,0,0,0
0.0016096,121.0594482,0,0,0
0.0016112,114.3032303,0,0,0
0.0016128,106.3644257,0,0,0
0.0016144,97.92228699,0,0,0
0.001616,89.35903931,0,0,0
0.0016176,80.94607544,0,0,0
0.0016192,72.93266296,0,0,0
0.0016208,65.43266296,0,0,0
0.0016224,58.4250412,0,0,0
0.001624,51.99359131,0,0,0
0.0016256,46.06123352,0,0,0
0.0016272,40.60923004,0,0,0
0.0016288,35.71660614,0,0,0
0.0016304,31.50799942,0,0,0
0.001632,27.69117165,0,0,0
0.0016336,24.25569153,0,0,0
0.0016352,21.19253922,0,0,0
0.0016368,18.4729023,0,0,0
0.0016384,16.11498642,0,0,0
0.00164,13.97647476,0,0,0
0.0016416,11.91327667,0,0,0
0.0016432,10.14939308,0,0,0
0.0016448,8.474967003,0,0,0
0.0016464,7.075104713,0,0,0
0.001648,5.830821037,0,0,0
0.0016496,4.829454422,0,0,0
0.0016512,4.000638962,0,0,0
0.0016528,3.341193676,0,0,0
0.0016544,2.848819733,0,0,0
0.001656,2.460754633,0,0,0
0.0016576,2.110170126,0,0,0
0.0016592,1.825530052,0,0,0
0.0016608,1.638304114,0,0,0
0.0016624,1.481840611,0,0,0
0.001664,1.347299576,0,0,0
0.0016656,1.19295752,0,0,0
0.0016672,1.119764328,0,0,0
0.0016688,1.041444182,0,0,0
0.0016704,0.939256668,0,0,0
0.001672,0.896649063,0,0,0
0.0016736,0.835654795,0,0,0
0.0016752,0.784914613,0,0,0
0.0016768,0.755036294,0,0,0
0.0016784,0.716141343,0,0,0
0.00168,0.683257461,0,0,0
0.0016816,0.602285385,0,0,0
0.0016832,0.639412344,0,0,0
0.0016848,0.607412398,0,0,0
0.0016864,0.53386569,0,0,0
0.001688,0.578948438,0,0,0
0.0016896,0.526793897,0,0,0
0.0016912,0.525379539,0,0,0
0.0016928,0.491081297,0,0,0
0.0016944,0.518307745,0,0,0
0.001696,0.397556752,0,0,0
0.0016976,0.488782972,0,0,0
0.0016992,3.595778704,0,0,0
0.0017008,80.12503815,0,1, TriggerDetected
0.0017024,110.3734283,0,0,0
0.001704,121.2496796,0,0,0
0.0017056,126.4414444,0,0,0
0.0017072,126.4870529,0,0,0
0.0017088,122.9460297,0,0,0
0.0017104,117.055397,0,0,0
0.001712,109.7155762,0,0,0
0.0017136,101.5465851,0,0,0
0.0017152,93.10391235,0,0,0
0.0017168,84.62199402,0,0,0
0.0017184,76.43178558,0,0,0
0.00172,68.73077393,0,0,0
0.0017216,61.55324936,0,0,0
0.0017232,54.86014557,0,0,0
0.0017248,48.72253036,0,0,0
0.0017264,43.0385704,0,0,0
0.001728,37.91717148,0,0,0
0.0017296,33.41862106,0,0,0
0.0017312,29.39865685,0,0,0
0.0017328,25.8180275,0,0,0
0.0017344,22.50542068,0,0,0
0.001736,19.66927338,0,0,0
0.0017376,17.15542603,0,0,0
0.0017392,14.89174271,0,0,0
0.0017408,12.88706398,0,0,0
0.0017424,10.83624172,0,0,0
0.001744,9.222103119,0,0,0
0.0017456,7.678682804,0,0,0
0.0017472,6.34812355,0,0,0
0.0017488,5.252701283,0,0,0
0.0017504,4.341499805,0,0,0
0.001752,3.62972331,0,0,0
0.0017536,3.046830177,0,0,0
0.0017552,2.586809397,0,0,0
0.0017568,2.260092258,0,0,0
0.0017584,1.945043564,0,0,0
0.00176,1.751452923,0,0,0
0.0017616,1.555564046,0,0,0
0.0017632,1.370636463,0,0,0
0.0017648,1.268272161,0,0,0
0.0017664,1.151941061,0,0,0
0.001768,1.072913647,0,0,0
0.0017696,0.997775793,0,0,0
0.0017712,0.908671141,0,0,0
0.0017728,0.860936463,0,0,0
0.0017744,0.798704624,0,0,0
0.001776,0.772185385,0,0,0
0.0017776,0.75733459,0,0,0
0.0017792,0.692627609,0,0,0
0.0017808,0.622616827,0,0,0
0.0017824,0.638705134,0,0,0
0.001784,0.620318472,0,0,0
0.0017856,0.593622386,0,0,0
0.0017872,0.540760696,0,0,0
0.0017888,0.549423635,0,0,0
0.0017904,0.541644692,0,0,0
0.001792,0.506285667,0,0,0
0.0017936,0.503103375,0,0,0
0.0017952,0.476937711,0,0,0
0.0017968,0.446352154,0,0,0
0.0017984,0.468274742,0,0,0
0.0018,39.24207306,0,1, TriggerDetected
0.0018016,98.65368652,0,0,0
0.0018032,116.3466263,0,0,0
0.0018048,124.0932541,0,0,0
0.0018064,126.3245773,0,0,0
0.001808,124.5141983,0,0,0
0.0018096,119.721817,0,0,0
0.0018112,113.0691986,0,0,0
0.0018128,105.2953415,0,0,0
0.0018144,96.96016693,0,0,0
0.001816,88.48532104,0,0,0
0.0018176,80.17665863,0,0,0
0.0018192,72.26685333,0,0,0
0.0018208,64.84712219,0,0,0
0.0018224,57.92152786,0,0,0
0.001824,51.53799057,0,0,0
0.0018256,45.68837357,0,0,0
0.0018272,40.28622437,0,0,0
0.0018288,35.43585205,0,0,0
0.0018304,31.16819954,0,0,0
0.001832,27.38849831,0,0,0
0.0018336,23.98537064,0,0,0
0.0018352,20.93141365,0,0,0
0.0018368,18.25190926,0,0,0
0.0018384,15.86057949,0,0,0
0.00184,13.68511677,0,0,0
0.0018416,11.70978546,0,0,0
0.0018432,9.901172638,0,0,0
0.0018448,8.294459343,0,0,0
0.0018464,6.888585567,0,0,0
0.001848,5.681959629,0,0,0
0.0018496,4.709410191,0,0,0
0.0018512,3.948307753,0,0,0
0.0018528,3.197636127,0,0,0
0.0018544,2.82654357,0,0,0
0.001856,2.390743732,0,0,0
0.0018576,2.063142538,0,0,0
0.0018592,1.851165414,0,0,0
0.0018608,1.613199234,0,0,0
0.0018624,1.436227441,0,0,0
0.001864,1.308581471,0,0,0
0.0018656,1.188714385,0,0,0
0.0018672,1.09978652,0,0,0
0.0018688,1.00060451,0,0,0
0.0018704,0.965775907,0,0,0
0.001872,0.887455761,0,0,0
0.0018736,0.812671423,0,0,0
0.0018752,0.786328971,0,0,0
0.0018768,0.751323581,0,0,0
0.0018784,0.70906955,0,0,0
0.00188,0.676539302,0,0,0
0.0018816,0.641180277,0,0,0
0.0018832,0.617666543,0,0,0
0.0018848,0.588495374,0,0,0
0.0018864,0.572937369,0,0,0
0.001888,0.560915351,0,0,0
0.0018896,0.525909901,0,0,0
0.0018912,0.51141274,0,0,0
0.0018928,0.509291172,0,0,0
0.0018944,0.486131042,0,0,0
0.001896,0.46845153,0,0,0
0.0018976,0.456959873,0,0,0
0.0018992,3.450453043,0,0,0
0.0019008,79.30771637,0,1, TriggerDetected
0.0019024,109.2939148,0,0,0
0.001904,120.1874924,0,0,0
0.0019056,125.3937531,0,0,0
0.0019072,125.4779129,0,0,0
0.0019088,122.0238647,0,0,0
0.0019104,116.2877502,0,0,0
0.001912,108.9702072,0,0,0
0.0019136,100.8756485,0,0,0
0.0019152,92.5058136,0,0,0
0.0019168,84.07180786,0,0,0
0.0019184,76.02038574,0,0,0
0.00192,68.33015442,0,0,0
0.0019216,61.1400795,0,0,0
0.0019232,54.56295395,0,0,0
0.0019248,48.44266129,0,0,0
0.0019264,42.79105759,0,0,0
0.001928,37.65074158,0,0,0
0.0019296,33.12390518,0,0,0
0.0019312,29.14283562,0,0,0
0.0019328,25.52985191,0,0,0
0.0019344,22.33852577,0,0,0
0.001936,19.42759514,0,0,0
0.0019376,16.9172821,0,0,0
0.0019392,14.67393112,0,0,0
0.0019408,12.58580494,0,0,0
0.0019424,10.68296051,0,0,0
0.001944,8.972822189,0,0,0
0.0019456,7.48526907,0,0,0
0.0019472,6.19289732,0,0,0
0.0019488,5.134955883,0,0,0
0.0019504,4.246207237,0,0,0
0.001952,3.536198616,0,0,0
0.0019536,2.996089935,0,0,0
0.0019552,2.570190668,0,0,0
0.0019568,2.188490152,0,0,0
0.0019584,1.962369442,0,0,0
0.00196,1.687099576,0,0,0
0.0019616,1.523741007,0,0,0
0.0019632,1.311233401,0,0,0
0.0019648,1.32060349,0,0,0
0.0019664,1.09183073,0,0,0
0.001968,1.063897133,0,0,0
0.0019696,0.961886406,0,0,0
0.0019712,0.898947418,0,0,0
0.0019728,0.836715579,0,0,0
0.0019744,0.793931186,0,0,0
0.001976,0.774306893,0,0,0
0.0019776,0.705180049,0,0,0
0.0019792,0.698992252,0,0,0
0.0019808,0.665047586,0,0,0
0.0019824,0.619080901,0,0,0
0.001984,0.620848835,0,0,0
0.0019856,0.577003658,0,0,0
0.0019872,0.554020345,0,0,0
0.0019888,0.545003772,0,0,0
0.0019904,0.507523239,0,0,0
0.001992,0.498506695,0,0,0
0.0019936,0.483302325,0,0,0
0.0019952,0.472164243,0,0,0
0.0019968,0.458020627,0,0,0
0.0019984,0.431854963,0,0,0
0.002,29.74376106,0,1, TriggerDetected
0.0020016,99.3866806,0,0,0
0.0020032,115.8926163,0,0,0
0.0020048,123.6045914,0,0,0
0.0020064,126.0581512,0,0,0
0.002008,124.2387543,0,0,0
0.0020096,119.5216827,0,0,0
0.0020112,112.9077835,0,0,0
0.0020128,105.1443634,0,0,0
0.0020144,96.88043213,0,0,0
0.002016,88.43263245,0,0,0
0.0020176,80.13847351,0,0,0
0.0020192,72.14716339,0,0,0
0.0020208,64.84941864,0,0,0
0.0020224,57.87768173,0,0,0
0.002024,51.50192261,0,0,0
0.0020256,45.5895462,0,0,0
0.0020272,40.23601532,0,0,0
0.0020288,35.37309265,0,0,0
0.0020304,31.04903984,0,0,0
0.002032,27.33652115,0,0,0
0.0020336,23.88123894,0,0,0
0.0020352,20.85185623,0,0,0
0.0020368,18.16810799,0,0,0
0.0020384,15.76670074,0,0,0
0.00204,13.6055584,0,0,0
0.0020416,11.58673668,0,0,0
0.0020432,9.797924995,0,0,0
0.0020448,8.169996262,0,0,0
0.0020464,6.811856747,0,0,0
0.002048,5.614777565,0,0,0
0.0020496,4.65195179,0,0,0
0.0020512,3.873346806,0,0,0
0.0020528,3.258276939,0,0,0
0.0020544,2.754411221,0,0,0
0.002056,2.358036757,0,0,0
0.0020576,2.064556837,0,0,0
0.0020592,1.802016377,0,0,0
0.0020608,1.594989419,0,0,0
0.0020624,1.444536805,0,0,0
0.002064,1.310879827,0,0,0
0.0020656,1.17510128,0,0,0
0.0020672,1.099963307,0,0,0
0.0020688,0.993179142,0,0,0
0.0020704,0.934836805,0,0,0
0.002072,0.873312116,0,0,0
0.0020736,0.800472558,0,0,0
0.0020752,0.825577497,0,0,0
0.0020768,0.686086237,0,0,0
0.0020784,0.710483909,0,0,0
0.00208,0.669997871,0,0,0
0.0020816,0.645069778,0,0,0
0.0020832,0.598926246,0,0,0
0.0020848,0.586904228,0,0,0
0.0020864,0.604937315,0,0,0
0.002088,0.501335442,0,0,0
0.0020896,0.556141853,0,0,0
0.0020912,0.495854765,0,0,0
0.0020928,0.495324373,0,0,0
0.0020944,0.481004,0,0,0
0.002096,0.451479226,0,0,0
0.0020976,0.468981922,0,0,0
0.0020992,5.06565237,0,0,0
0.0021008,80.08649445,0,1, TriggerDetected
0.0021024,108.703064,0,0,0
0.002104,119.5075378,0,0,0
0.0021056,124.6851578,0,0,0
0.0021072,124.7677231,0,0,0
0.0021088,121.3334808,0,0,0
0.0021104,115.6295395,0,0,0
0.002112,108.4346924,0,0,0
0.0021136,100.3896332,0,0,0
0.0021152,92.05445862,0,0,0
0.0021168,83.71539307,0,0,0
0.0021184,75.6784668,0,0,0
0.00212,68.04586792,0,0,0
0.0021216,60.91183853,0,0,0
0.0021232,54.32675552,0,0,0
0.0021248,48.2191925,0,0,0
0.0021264,42.6248703,0,0,0
0.002128,37.47659683,0,0,0
0.0021296,32.93331909,0,0,0
0.0021312,29.02420616,0,0,0
0.0021328,25.38823891,0,0,0
0.0021344,22.19178581,0,0,0
0.002136,19.31639099,0,0,0
0.0021376,16.77071953,0,0,0
0.0021392,14.49713612,0,0,0
0.0021408,12.46240234,0,0,0
0.0021424,10.53162384,0,0,0
0.002144,8.813706398,0,0,0
0.0021456,7.387855053,0,0,0
0.0021472,6.093715191,0,0,0
0.0021488,5.051331997,0,0,0
0.0021504,4.190516949,0,0,0
0.002152,3.498718023,0,0,0
0.0021536,2.94092989,0,0,0
0.0021552,2.555870295,0,0,0
0.0021568,2.200512409,0,0,0
0.0021584,1.903496742,0,0,0
0.00216,1.712734818,0,0,0
0.0021616,1.506945491,0,0,0
0.0021632,1.36020565,0,0,0
0.0021648,1.259962797,0,0,0
0.0021664,1.136383057,0,0,0
0.002168,1.030306101,0,0,0
0.0021696,0.9728477,0,0,0
0.0021712,0.886748552,0,0,0
0.0021728,0.854395092,0,0,0
0.0021744,0.798351049,0,0,0
0.002176,0.763168812,0,0,0
0.0021776,0.721268415,0,0,0
0.0021792,0.675124943,0,0,0
0.0021808,0.650904,0,0,0
0.0021824,0.619788051,0,0,0
0.002184,0.648428857,0,0,0
0.0021856,0.537224829,0,0,0
0.0021872,0.563567281,0,0,0
0.0021888,0.527501106,0,0,0
0.0021904,0.527324259,0,0,0
0.002192,0.487191826,0,0,0
0.0021936,0.475876927,0,0,0
0.0021952,0.476230532,0,0,0
0.0021968,0.472517818,0,0,0
0.0021984,0.394020855,0,0,0
0.0022,38.6064949,0,1, TriggerDetected
0.0022016,97.44758606,0,0,0
0.0022032,114.9594879,0,0,0
0.0022048,122.6923294,0,0,0
0.0022064,124.9942017,0,0,0
0.002208,123.2764587,0,0,0
0.0022096,118.589798,0,0,0
0.0022112,112.0404282,0,0,0
0.0022128,104.3560333,0,0,0
0.0022144,96.18191528,0,0,0
0.002216,87.84355164,0,0,0
0.0022176,79.60384369,0,0,0
0.0022192,71.73045349,0,0,0
0.0022208,64.34661102,0,0,0
0.0022224,57.49757385,0,0,0
0.002224,51.18157196,0,0,0
0.0022256,45.30472946,0,0,0
0.0022272,39.91919708,0,0,0
0.0022288,35.12398911,0,0,0
0.0022304,30.90141487,0,0,0
0.002232,27.11039925,0,0,0
0.0022336,23.69878578,0,0,0
0.0022352,20.64712715,0,0,0
0.0022368,17.94852829,0,0,0
0.0022384,15.59202766,0,0,0
0.00224,13.36688519,0,0,0
0.0022416,11.40180874,0,0,0
0.0022432,9.584710121,0,0,0
0.0022448,8.039875031,0,0,0
0.0022464,6.6654706,0,0,0
0.002248,5.524081707,0,0,0
0.0022496,4.550294876,0,0,0
0.0022512,3.834451914,0,0,0
0.0022528,3.205415249,0,0,0
0.0022544,2.695715189,0,0,0
0.002256,2.372533798,0,0,0
0.0022576,2.012225628,0,0,0
0.0022592,1.79459095,0,0,0
0.0022608,1.591099858,0,0,0
0.0022624,1.42438221,0,0,0
0.002264,1.304868817,0,0,0
0.0022656,1.179697871,0,0,0
0.0022672,1.082107067,0,0,0
0.0022688,1.003610015,0,0,0
0.0022704,0.920870006,0,0,0
0.002272,0.881091118,0,0,0
0.0022736,0.819389641,0,0,0
0.0022752,0.776428461,0,0,0
0.0022768,0.731876135,0,0,0
0.0022784,0.691743672,0,0,0
0.00228,0.699522614,0,0,0
0.0022816,0.62509191,0,0,0
0.0022832,0.602462173,0,0,0
0.0022848,0.613600254,0,0,0
0.0022864,0.55702585,0,0,0
0.002288,0.549423635,0,0,0
0.0022896,0.516186178,0,0,0
0.0022912,0.511943102,0,0,0
0.0022928,0.516362965,0,0,0
0.0022944,0.497799516,0,0,0
0.002296,0.42549035,0,0,0
0.0022976,0.502572954,0,0,0
0.0022992,3.452751398,0,0,0
0.0023008,78.5154953,0,1, TriggerDetected
0.0023024,108.196022,0,0,0
0.002304,118.9909439,0,0,0
0.0023056,124.2502441,0,0,0
0.0023072,124.3416443,0,0,0
0.0023088,120.9406433,0,0,0
0.0023104,115.3316422,0,0,0
0.002312,108.1023178,0,0,0
0.0023136,100.2070084,0,0,0
0.0023152,91.83805847,0,0,0
0.0023168,83.51296234,0,0,0
0.0023184,75.47267914,0,0,0
0.00232,67.87756348,0,0,0
0.0023216,60.78189468,0,0,0
0.0023232,54.17152786,0,0,0
0.0023248,48.0897789,0,0,0
0.0023264,42.47052765,0,0,0
0.002328,37.39368057,0,0,0
0.0023296,32.87798309,0,0,0
0.0023312,28.87799644,0,0,0
0.0023328,25.27738953,0,0,0
0.0023344,22.07916641,0,0,0
0.002336,19.20288849,0,0,0
0.0023376,16.6809082,0,0,0
0.0023392,14.4053793,0,0,0
0.0023408,12.29073429,0,0,0
0.0023424,10.42519283,0,0,0
0.002344,8.745640755,0,0,0
0.0023456,7.282661915,0,0,0
0.0023472,6.022820473,0,0,0
0.0023488,5.003420353,0,0,0
0.0023504,4.143843174,0,0,0
0.002352,3.463712692,0,0,0
0.0023536,2.959493399,0,0,0
0.0023552,2.513262749,0,0,0
0.0023568,2.167982101,0,0,0
0.0023584,1.911982894,0,0,0
0.00236,1.691873074,0,0,0
0.0023616,1.529928803,0,0,0
0.0023632,1.325023413,0,0,0
0.0023648,1.239631414,0,0,0
0.0023664,1.110924602,0,0,0
0.002368,1.028714895,0,0,0
0.0023696,0.972670913,0,0,0
0.0023712,0.876494467,0,0,0
0.0023728,0.846969664,0,0,0
0.0023744,0.789864898,0,0,0
0.002376,0.752561152,0,0,0
0.0023776,0.709423125,0,0,0
0.0023792,0.692097247,0,0,0
0.0023808,0.643478632,0,0,0
0.0023824,0.628981411,0,0,0
0.002384,0.588318586,0,0,0
0.0023856,0.582837939,0,0,0
0.0023872,0.545357406,0,0,0
0.0023888,0.528915465,0,0,0
0.0023904,0.535987258,0,0,0
0.002392,0.494970798,0,0,0
0.0023936,0.49090451,0,0,0
0.0023952,0.474462569,0,0,0
0.0023968,0.462794095,0,0,0
0.0023984,0.438219607,0,0,0
0.0024,32.61597443,0,1, TriggerDetected
0.0024016,98.0778656,0,0,0
0.0024032,114.8100967,0,0,0
0.0024048,122.496788,0,0,0
0.0024064,124.8814011,0,0,0
0.002408,123.2096329,0,0,0
0.0024096,118.4646301,0,0,0
0.0024112,112.054039,0,0,0
0.0024128,104.3397675,0,0,0
0.0024144,96.13948059,0,0,0
0.002416,87.82498932,0,0,0
0.0024176,79.57308197,0,0,0
0.0024192,71.73983002,0,0,0
0.0024208,64.32733917,0,0,0
0.0024224,57.51171875,0,0,0
0.002424,51.17149353,0,0,0
0.0024256,45.31038666,0,0,0
0.0024272,39.89215088,0,0,0
0.0024288,35.09092712,0,0,0
0.0024304,30.84254265,0,0,0
0.002432,27.06885338,0,0,0
0.0024336,23.65299606,0,0,0
0.0024352,20.59055328,0,0,0
0.0024368,17.89230728,0,0,0
0.0024384,15.4997406,0,0,0
0.00244,13.32675266,0,0,0
0.0024416,11.29290295,0,0,0
0.0024432,9.541041374,0,0,0
0.0024448,7.942637444,0,0,0
0.0024464,6.609426498,0,0,0
0.002448,5.46573925,0,0,0
0.0024496,4.523598671,0,0,0
0.0024512,3.763910532,0,0,0
0.0024528,3.180840731,0,0,0
0.0024544,2.681217909,0,0,0
0.002456,2.307473421,0,0,0
0.0024576,2.05571723,0,0,0
0.0024592,1.789110303,0,0,0
0.0024608,1.562459111,0,0,0
0.0024624,1.409531474,0,0,0
0.002464,1.334039927,0,0,0
0.0024656,1.138504624,0,0,0
0.0024672,1.089178801,0,0,0
0.0024688,1.015455365,0,0,0
0.0024704,0.938549519,0,0,0
0.002472,0.860406101,0,0,0
0.0024736,0.828936577,0,0,0
0.0024752,0.790041685,0,0,0
