Meter S/N:," ""0601B14R""",,,,,
0.0120528,102.4968643,0,0,0,,
0.0120544,104.1198425,0,0,0,,
0.012056,105.7840195,0,0,0,,
0.0120576,105.9383545,0,0,0,,
0.0120592,104.9935684,0,0,0,,
0.0120608,103.8210602,0,0,0,,
0.0120624,102.2863007,0,0,0,,
0.012064,100.5673294,0,0,0,,
0.0120656,98.96520996,0,0,0,,
0.0120672,97.36291504,0,0,0,,
0.0120688,95.40879822,0,0,0,,
0.0120704,93.48545074,0,0,0,,
0.012072,91.55573273,0,0,0,,
0.0120736,89.81412506,0,0,0,,
0.0120752,88.08702087,0,0,0,,
0.0120768,86.50434875,0,0,0,,
0.0120784,86.70465851,0,0,0,,
0.01208,87.8052063,0,0,0,,
0.0120816,89.36949158,0,0,0,,
0.0120832,91.18145752,0,0,0,,
0.0120848,92.93596649,0,0,0,,
0.0120864,94.37879181,0,0,0,,
0.012088,96.00583649,0,0,0,,
0.0120896,98.00256348,0,0,0,,
0.0120912,100.0088272,0,0,0,,
0.0120928,101.7387695,0,0,0,,
0.0120944,103.2922668,0,0,0,,
0.012096,104.8699875,0,0,0,,
0.0120976,105.0586243,0,0,0,,
0.0120992,104.1864929,0,0,0,,
0.0121008,103.042984,0,0,0,,
0.0121024,101.5243149,0,0,0,,
0.012104,99.77316284,0,0,0,,
0.0121056,98.24069977,0,0,0,,
0.0121072,96.64778137,0,0,0,,
0.0121088,94.82183838,0,0,0,,
0.0121104,92.92412567,0,0,0,,
0.012112,91.00643158,0,0,0,,
0.0121136,89.27189636,0,0,0,,
0.0121152,87.6492691,0,0,0,,
0.0121168,86.09931183,0,0,0,,
0.0121184,86.27468872,0,0,0,,
0.01212,87.27181244,0,0,0,,
0.0121216,88.82478333,0,0,0,,
0.0121232,90.76033783,0,0,0,,
0.0121248,92.61597443,0,0,0,,
0.0121264,94.09945679,0,0,0,,
0.012128,95.61972046,0,0,0,,
0.0121296,97.48526001,0,0,0,,
0.0121312,99.49417877,0,0,0,,
0.0121328,101.3496399,0,0,0,,
0.0121344,102.8973083,0,0,0,,
0.012136,104.362587,0,0,0,,
0.0121376,104.5351334,0,0,0,,
0.0121392,103.7491074,0,0,0,,
0.0121408,102.7397842,0,0,0,,
0.0121424,101.2992554,0,0,0,,
0.012144,99.5811615,0,0,0,,
0.0121456,98.02748871,0,0,0,,
0.0121472,96.47275543,0,0,0,,
0.0121488,94.77516937,0,0,0,,
0.0121504,92.96372223,0,0,0,,
0.012152,91.14380646,0,0,0,,
0.0121536,89.47715759,0,0,0,,
0.0121552,87.90049744,0,0,0,,
0.0121568,86.49745178,0,0,0,,
0.0121584,86.74249268,0,0,0,,
0.01216,87.80078888,0,0,0,,
0.0121616,89.26023102,0,0,0,,
0.0121632,91.18110657,0,0,0,,
0.0121648,93.10816956,0,0,0,,
0.0121664,94.71877289,0,0,0,,
0.012168,96.30638885,0,0,0,,
0.0121696,98.16609192,0,0,0,,
0.0121712,100.1179123,0,0,0,,
0.0121728,101.959053,0,0,0,,
0.0121744,103.5666504,0,0,0,,
0.012176,105.0770111,0,0,0,,
0.0121776,105.2393112,0,0,0,,
0.0121792,104.4255219,0,0,0,,
0.0121808,103.4047089,0,0,0,,
0.0121824,102.0193405,0,0,0,,
0.012184,100.4124527,0,0,0,,
0.0121856,98.88264465,0,0,0,,
0.0121872,97.35549164,0,0,0,,
0.0121888,95.64146423,0,0,0,,
0.0121904,93.87510681,0,0,0,,
0.012192,92.06401825,0,0,0,,
0.0121936,90.4302597,0,0,0,,
0.0121952,88.82761383,0,0,0,,
0.0121968,87.47548676,0,0,0,,
0.0121984,87.83013153,0,0,0,,
0.0122,88.92838287,0,0,0,,
0.0122016,90.47975922,0,0,0,,
0.0122032,92.34141541,0,0,0,,
0.0122048,94.24053955,0,0,0,,
0.0122064,95.87465668,0,0,0,,
0.012208,97.56393433,0,0,0,,
0.0122096,99.43035889,0,0,0,,
0.0122112,101.3660889,0,0,0,,
0.0122128,103.1973267,0,0,0,,
0.0122144,104.8431168,0,0,0,,
0.012216,106.4432831,0,0,0,,
0.0122176,106.5818939,0,0,0,,
0.0122192,105.7414093,0,0,0,,
0.0122208,104.6599503,0,0,0,,
0.0122224,103.2706985,0,0,0,,
0.012224,101.6726456,0,0,0,,
0.0122256,100.1431961,0,0,0,,
0.0122272,98.57378387,0,0,0,,
0.0122288,96.84472656,0,0,0,,
0.0122304,95.06864929,0,0,0,,
0.012232,93.27258301,0,0,0,,
0.0122336,91.6057663,0,0,0,,
0.0122352,89.93222809,0,0,0,,
0.0122368,88.66213226,0,0,0,,
0.0122384,89.06275177,0,0,0,,
0.01224,90.20307922,0,0,0,,
0.0122416,91.74490356,0,0,0,,
0.0122432,93.53936768,0,0,0,,
0.0122448,95.36795807,0,0,0,,
0.0122464,97.04167938,0,0,0,,
0.012248,98.72653961,0,0,0,,
0.0122496,100.5920792,0,0,0,,
0.0122512,102.4470139,0,0,0,,
0.0122528,104.2269821,0,0,0,,
0.0122544,105.830513,0,0,0,,
0.012256,107.3912582,0,0,0,,
0.0122576,107.4614487,0,0,0,,
0.0122592,106.4850082,0,0,0,,
0.0122608,105.2695389,0,0,0,,
0.0122624,103.7690811,0,0,0,,
0.012264,102.0516968,0,0,0,,
0.0122656,100.3671951,0,0,0,,
0.0122672,98.60984802,0,0,0,,
0.0122688,96.75756836,0,0,0,,
0.0122704,94.82289886,0,0,0,,
0.012272,92.85552979,0,0,0,,
0.0122736,91.00554657,0,0,0,,
0.0122752,89.16723633,0,0,0,,
0.0122768,87.69877625,0,0,0,,
0.0122784,87.91217041,0,0,0,,
0.01228,88.83856964,0,0,0,,
0.0122816,90.15481567,0,0,0,,
0.0122832,91.77354431,0,0,0,,
0.0122848,93.45380402,0,0,0,,
0.0122864,94.91713715,0,0,0,,
0.012288,96.39354706,0,0,0,,
0.0122896,98.05825043,0,0,0,,
0.0122912,99.77528381,0,0,0,,
0.0122928,101.4115219,0,0,0,,
0.0122944,102.8600006,0,0,0,,
0.012296,104.242363,0,0,0,,
0.0122976,104.2165527,0,0,0,,
0.0122992,103.2059937,0,0,0,,
0.0123008,102.0207596,0,0,0,,
0.0123024,100.5157013,0,0,0,,
0.012304,98.83031464,0,0,0,,
0.0123056,97.17622375,0,0,0,,
0.0123072,95.52919769,0,0,0,,
0.0123088,93.75541687,0,0,0,,
0.0123104,91.91657257,0,0,0,,
0.012312,90.08179474,0,0,0,,
0.0123136,88.3644104,0,0,0,,
0.0123152,86.67937469,0,0,0,,
0.0123168,85.32335663,0,0,0,,
0.0123184,85.60463715,0,0,0,,
0.01232,86.63500214,0,0,0,,
0.0123216,88.10770416,0,0,0,,
0.0123232,89.86999512,0,0,0,,
0.0123248,91.66552734,0,0,0,,
0.0123264,93.24147034,0,0,0,,
0.012328,94.8480072,0,0,0,,
0.0123296,96.66316223,0,0,0,,
0.0123312,98.50572205,0,0,0,,
0.0123328,100.264122,0,0,0,,
0.0123344,101.8566895,0,0,0,,
0.012336,103.3709412,0,0,0,,
0.0123376,103.4655228,0,0,0,,
0.0123392,102.5681152,0,0,0,,
0.0123408,101.4401627,0,0,0,,
0.0123424,100.0215607,0,0,0,,
0.012344,98.40972137,0,0,0,,
0.0123456,96.84490967,0,0,0,,
0.0123472,95.24738312,0,0,0,,
0.0123488,93.46175385,0,0,0,,
0.0123504,91.69345856,0,0,0,,
0.012352,89.90305328,0,0,0,,
0.0123536,88.20529175,0,0,0,,
0.0123552,86.5255661,0,0,0,,
0.0123568,85.1971283,0,0,0,,
0.0123584,85.54664612,0,0,0,,
0.01236,86.63482666,0,0,0,,
0.0123616,88.12113953,0,0,0,,
0.0123632,89.83375549,0,0,0,,
0.0123648,91.57430267,0,0,0,,
0.0123664,93.13079834,0,0,0,,
0.012368,94.75501251,0,0,0,,
0.0123696,96.53356934,0,0,0,,
0.0123712,98.29780579,0,0,0,,
0.0123728,99.96162415,0,0,0,,
0.0123744,101.4946136,0,0,0,,
0.012376,102.994545,0,0,0,,
0.0123776,103.0353851,0,0,0,,
0.0123792,102.0557632,0,0,0,,
0.0123808,100.8424149,0,0,0,,
0.0123824,99.34231567,0,0,0,,
0.012384,97.69511414,0,0,0,,
0.0123856,96.09229279,0,0,0,,
0.0123872,94.39771271,0,0,0,,
0.0123888,92.60855103,0,0,0,,
0.0123904,90.75644684,0,0,0,,
0.012392,88.92290497,0,0,0,,
0.0123936,87.16273499,0,0,0,,
0.0123952,85.44959259,0,0,0,,
0.0123968,84.07748413,0,0,0,,
0.0123984,84.41109467,0,0,0,,
0.0124,85.46037292,0,0,0,,
0.0124016,86.89170837,0,0,0,,
0.0124032,88.56241608,0,0,0,,
0.0124048,90.2126236,0,0,0,,
0.0124064,91.71219635,0,0,0,,
0.012408,93.28920746,0,0,0,,
0.0124096,95.01790619,0,0,0,,
0.0124112,96.75350189,0,0,0,,
0.0124128,98.35915375,0,0,0,,
0.0124144,99.84158325,0,0,0,,
0.012416,101.3093338,0,0,0,,
0.0124176,101.3356781,0,0,0,,
0.0124192,100.3369598,0,0,0,,
0.0124208,99.10876465,0,0,0,,
0.0124224,97.62810516,0,0,0,,
0.012424,95.97383881,0,0,0,,
0.0124256,94.3996582,0,0,0,,
0.0124272,92.73654175,0,0,0,,
0.0124288,90.95410156,0,0,0,,
0.0124304,89.12992859,0,0,0,,
0.012432,87.30805969,0,0,0,,
0.0124336,85.61347961,0,0,0,,
0.0124352,83.90882111,0,0,0,,
0.0124368,82.56111145,0,0,0,,
0.0124384,82.89154053,0,0,0,,
0.01244,83.94524384,0,0,0,,
0.0124416,85.38771057,0,0,0,,
0.0124432,87.02235413,0,0,0,,
0.0124448,88.72577667,0,0,0,,
0.0124464,90.20290375,0,0,0,,
0.012448,91.755867,0,0,0,,
0.0124496,93.50312805,0,0,0,,
0.0124512,95.22935486,0,0,0,,
0.0124528,96.8380127,0,0,0,,
0.0124544,98.3156662,0,0,0,,
0.012456,99.78200531,0,0,0,,
0.0124576,99.814888,0,0,0,,
0.0124592,98.8504715,0,0,0,,
0.0124608,97.64985657,0,0,0,,
0.0124624,96.18422699,0,0,0,,
0.012464,94.54515839,0,0,0,,
0.0124656,92.98812103,0,0,0,,
0.0124672,91.36461639,0,0,0,,
0.0124688,89.58712006,0,0,0,,
0.0124704,87.78752899,0,0,0,,
0.012472,85.97396088,0,0,0,,
0.0124736,84.31208801,0,0,0,,
0.0124752,82.64897919,0,0,0,,
0.0124768,81.23709106,0,0,0,,
0.0124784,81.55020142,0,0,0,,
0.01248,82.59152222,0,0,0,,
0.0124816,84.00358582,0,0,0,,
0.0124832,85.68225098,0,0,0,,
0.0124848,87.32733154,0,0,0,,
0.0124864,88.76715088,0,0,0,,
0.012488,90.28104401,0,0,0,,
0.0124896,91.98340607,0,0,0,,
0.0124912,93.71492767,0,0,0,,
0.0124928,95.25764465,0,0,0,,
0.0124944,96.66793823,0,0,0,,
0.012496,98.07557678,0,0,0,,
0.0124976,98.10899353,0,0,0,,
0.0124992,97.11345673,0,0,0,,
0.0125008,95.92910767,0,0,0,,
0.0125024,94.42617035,0,0,0,,
0.012504,92.77508545,0,0,0,,
0.0125056,91.22547913,0,0,0,,
0.0125072,89.61045837,0,0,0,,
0.0125088,87.8296051,0,0,0,,
0.0125104,86.01038361,0,0,0,,
0.012512,84.20388794,0,0,0,,
0.0125136,82.55245209,0,0,0,,
0.0125152,80.89181519,0,0,0,,
0.0125168,79.44174194,0,0,0,,
0.0125184,79.67988586,0,0,0,,
0.01252,80.68231201,0,0,0,,
0.0125216,82.10480499,0,0,0,,
0.0125232,83.79514313,0,0,0,,
0.0125248,85.4437561,0,0,0,,
0.0125264,86.83672333,0,0,0,,
0.012528,88.31526184,0,0,0,,
0.0125296,90.04608154,0,0,0,,
0.0125312,91.7793808,0,0,0,,
0.0125328,93.33287048,0,0,0,,
0.0125344,94.76261139,0,0,0,,
0.012536,96.09281921,0,0,0,,
0.0125376,96.22736359,0,0,0,,
0.0125392,95.30802917,0,0,0,,
0.0125408,94.16327667,0,0,0,,
0.0125424,92.73513031,0,0,0,,
0.012544,91.09553528,0,0,0,,
0.0125456,89.64476013,0,0,0,,
0.0125472,88.11035156,0,0,0,,
0.0125488,86.37988281,0,0,0,,
0.0125504,84.63827515,0,0,0,,
0.012552,82.88889313,0,0,0,,
0.0125536,81.33415222,0,0,0,,
0.0125552,79.77906799,0,0,0,,
0.0125568,78.31272888,0,0,0,,
0.0125584,78.57049561,0,0,0,,
0.01256,79.63639069,0,0,0,,
0.0125616,81.11404419,0,0,0,,
0.0125632,82.88977051,0,0,0,,
0.0125648,84.60327148,0,0,0,,
0.0125664,85.99712372,0,0,0,,
0.012568,87.49634552,0,0,0,,
0.0125696,89.30495453,0,0,0,,
0.0125712,91.08917236,0,0,0,,
0.0125728,92.67290497,0,0,0,,
0.0125744,94.08372498,0,0,0,,
0.012576,95.50267792,0,0,0,,
0.0125776,95.65596008,0,0,0,,
0.0125792,94.77852631,0,0,0,,
0.0125808,93.69052887,0,0,0,,
0.0125824,92.33292389,0,0,0,,
0.012584,90.70959473,0,0,0,,
0.0125856,89.30778503,0,0,0,,
0.0125872,87.80873871,0,0,0,,
0.0125888,86.11928558,0,0,0,,
0.0125904,84.42240906,0,0,0,,
0.012592,82.69724274,0,0,0,,
0.0125936,81.16973877,0,0,0,,
0.0125952,79.63002777,0,0,0,,
0.0125968,78.18473053,0,0,0,,
0.0125984,78.43966675,0,0,0,,
0.0126,79.51705933,0,0,0,,
0.0126016,81.01132965,0,0,0,,
0.0126032,82.79271698,0,0,0,,
0.0126048,84.53733063,0,0,0,,
0.0126064,85.9373703,0,0,0,,
0.012608,87.43216705,0,0,0,,
0.0126096,89.22964478,0,0,0,,
0.0126112,91.02057648,0,0,0,,
0.0126128,92.63241577,0,0,0,,
0.0126144,94.05490112,0,0,0,,
0.012616,95.46802521,0,0,0,,
0.0126176,95.6333313,0,0,0,,
0.0126192,94.77268982,0,0,0,,
0.0126208,93.69989777,0,0,0,,
0.0126224,92.3074646,0,0,0,,
0.012624,90.70800018,0,0,0,,
0.0126256,89.30778503,0,0,0,,
0.0126272,87.79954529,0,0,0,,
0.0126288,86.14032745,0,0,0,,
0.0126304,84.39571381,0,0,0,,
0.012632,82.72040558,0,0,0,,
0.0126336,81.17274475,0,0,0,,
0.0126352,79.63356018,0,0,0,,
0.0126368,78.17977905,0,0,0,,
0.0126384,78.44903564,0,0,0,,
0.01264,79.53049469,0,0,0,,
0.0126416,81.0136261,0,0,0,,
0.0126432,82.81428528,0,0,0,,
0.0126448,84.54740143,0,0,0,,
0.0126464,85.97750092,0,0,0,,
0.012648,87.51756287,0,0,0,,
0.0126496,89.33006287,0,0,0,,
0.0126512,91.1217041,0,0,0,,
0.0126528,92.74874115,0,0,0,,
0.0126544,94.18820953,0,0,0,,
0.012656,95.63863373,0,0,0,,
0.0126576,95.80941772,0,0,0,,
0.0126592,94.94506836,0,0,0,,
0.0126608,93.91594696,0,0,0,,
0.0126624,92.545784,0,0,0,,
0.012664,90.97956085,0,0,0,,
0.0126656,89.57279968,0,0,0,,
0.0126672,88.0942688,0,0,0,,
0.0126688,86.45113373,0,0,0,,
0.0126704,84.78766632,0,0,0,,
0.012672,83.09432983,0,0,0,,
0.0126736,81.57335663,0,0,0,,
0.0126752,80.05451202,0,0,0,,
0.0126768,78.68187714,0,0,0,,
0.0126784,78.99939728,0,0,0,,
0.01268,80.10932159,0,0,0,,
0.0126816,81.60199738,0,0,0,,
0.0126832,83.42705536,0,0,0,,
0.0126848,85.20808411,0,0,0,,
0.0126864,86.69564056,0,0,0,,
0.012688,88.30553436,0,0,0,,
0.0126896,90.17372894,0,0,0,,
0.0126912,91.99790192,0,0,0,,
0.0126928,93.67055511,0,0,0,,
0.0126944,95.21025848,0,0,0,,
0.012696,96.74925995,0,0,0,,
0.0126976,96.95664215,0,0,0,,
0.0126992,96.13684082,0,0,0,,
0.0127008,95.08703613,0,0,0,,
0.0127024,93.77592468,0,0,0,,
0.012704,92.26663208,0,0,0,,
0.0127056,90.88214874,0,0,0,,
0.0127072,89.40219879,0,0,0,,
0.0127088,87.77320862,0,0,0,,
0.0127104,86.12830353,0,0,0,,
0.012712,84.46272278,0,0,0,,
0.0127136,82.94599152,0,0,0,,
0.0127152,81.41300201,0,0,0,,
0.0127168,80.11745453,0,0,0,,
0.0127184,80.52355194,0,0,0,,
0.01272,81.6985321,0,0,0,,
0.0127216,83.24848938,0,0,0,,
0.0127232,85.05957794,0,0,0,,
0.0127248,86.86607361,0,0,0,,
0.0127264,88.46129608,0,0,0,,
0.012728,90.15410614,0,0,0,,
0.0127296,92.04475403,0,0,0,,
0.0127312,93.88146973,0,0,0,,
0.0127328,95.62519836,0,0,0,,
0.0127344,97.23615265,0,0,0,,
0.012736,98.86001587,0,0,0,,
0.0127376,99.05944061,0,0,0,,
0.0127392,98.21559906,0,0,0,,
0.0127408,97.14510345,0,0,0,,
0.0127424,95.84283447,0,0,0,,
0.012744,94.34626007,0,0,0,,
0.0127456,92.92430115,0,0,0,,
0.0127472,91.4012146,0,0,0,,
0.0127488,89.76038361,0,0,0,,
0.0127504,88.10416412,0,0,0,,
0.012752,86.44441223,0,0,0,,
0.0127536,84.86475372,0,0,0,,
0.0127552,83.2794342,0,0,0,,
0.0127568,82.05158997,0,0,0,,
0.0127584,82.52928925,0,0,0,,
0.01276,83.75430298,0,0,0,,
0.0127616,85.31699371,0,0,0,,
0.0127632,87.09113312,0,0,0,,
0.0127648,88.89939117,0,0,0,,
0.0127664,90.58177185,0,0,0,,
0.012768,92.35626221,0,0,0,,
0.0127696,94.25397491,0,0,0,,
0.0127712,96.09370422,0,0,0,,
0.0127728,97.84874725,0,0,0,,
0.0127744,99.5521698,0,0,0,,
0.012776,101.2211151,0,0,0,,
0.0127776,101.402504,0,0,0,,
0.0127792,100.490593,0,0,0,,
0.0127808,99.38173676,0,0,0,,
0.0127824,98.052948,0,0,0,,
0.012784,96.54382324,0,0,0,,
0.0127856,95.06705475,0,0,0,,
0.0127872,93.47024536,0,0,0,,
0.0127888,91.75498199,0,0,0,,
0.0127904,90.05085754,0,0,0,,
0.012792,88.36016846,0,0,0,,
0.0127936,86.706604,0,0,0,,
0.0127952,85.02598572,0,0,0,,
0.0127968,83.84906769,0,0,0,,
0.0127984,84.37821198,0,0,0,,
0.0128,85.60446167,0,0,0,,
0.0128016,87.17864227,0,0,0,,
0.0128032,88.92768097,0,0,0,,
0.0128048,90.71206665,0,0,0,,
0.0128064,92.44979095,0,0,0,,
0.012808,94.27307129,0,0,0,,
0.0128096,96.16671753,0,0,0,,
0.0128112,98.02253723,0,0,0,,
0.0128128,99.78094482,0,0,0,,
0.0128144,101.5230789,0,0,0,,
0.012816,103.220314,0,0,0,,
0.0128176,103.3755341,0,0,0,,
0.0128192,102.4445343,0,0,0,,
0.0128208,101.2377319,0,0,0,,
0.0128224,99.84759521,0,0,0,,
0.012824,98.3108902,0,0,0,,
0.0128256,96.76145935,0,0,0,,
0.0128272,95.10930634,0,0,0,,
0.0128288,93.33039856,0,0,0,,
0.0128304,91.59674835,0,0,0,,
0.012832,89.83145142,0,0,0,,
0.0128336,88.09992218,0,0,0,,
0.0128352,86.3471756,0,0,0,,
0.0128368,85.1688385,0,0,0,,
0.0128384,85.71655273,0,0,0,,
0.01284,86.94068146,0,0,0,,
0.0128416,88.50796509,0,0,0,,
0.0128432,90.24373627,0,0,0,,
0.0128448,92.03166962,0,0,0,,
0.0128464,93.79431152,0,0,0,,
0.012848,95.63404083,0,0,0,,
0.0128496,97.54819489,0,0,0,,
0.0128512,99.39888763,0,0,0,,
0.0128528,101.1753235,0,0,0,,
0.0128544,102.937439,0,0,0,,
0.012856,104.6557083,0,0,0,,
0.0128576,104.7699203,0,0,0,,
0.0128592,103.7703247,0,0,0,,
0.0128608,102.5313416,0,0,0,,
0.0128624,101.1155701,0,0,0,,
0.012864,99.48640442,0,0,0,,
0.0128656,97.91027069,0,0,0,,
0.0128672,96.17397308,0,0,0,,
0.0128688,94.35209656,0,0,0,,
0.0128704,92.55586243,0,0,0,,
0.012872,90.75608826,0,0,0,,
0.0128736,88.95702362,0,0,0,,
0.0128752,87.16343689,0,0,0,,
0.0128768,85.9785614,0,0,0,,
0.0128784,86.50823975,0,0,0,,
0.01288,87.73890686,0,0,0,,
0.0128816,89.31256104,0,0,0,,
0.0128832,91.03348541,0,0,0,,
0.0128848,92.82157898,0,0,0,,
0.0128864,94.6210022,0,0,0,,
0.012888,96.48848724,0,0,0,,
0.0128896,98.37294769,0,0,0,,
0.0128912,100.2278824,0,0,0,,
0.0128928,102.0276489,0,0,0,,
0.0128944,103.8207092,0,0,0,,
0.012896,105.5349121,0,0,0,,
0.0128976,105.6326828,0,0,0,,
0.0128992,104.6037292,0,0,0,,
0.0129008,103.335228,0,0,0,,
0.0129024,101.855629,0,0,0,,
0.012904,100.2579346,0,0,0,,
0.0129056,98.58421326,0,0,0,,
0.0129072,96.81290436,0,0,0,,
0.0129088,94.98519897,0,0,0,,
0.0129104,93.09844208,0,0,0,,
0.012912,91.32572174,0,0,0,,
0.0129136,89.43596649,0,0,0,,
0.0129152,87.59499359,0,0,0,,
0.0129168,86.38271332,0,0,0,,
0.0129184,86.92441559,0,0,0,,
0.01292,88.17240906,0,0,0,,
0.0129216,89.7312088,0,0,0,,
0.0129232,91.46221161,0,0,0,,
0.0129248,93.2623291,0,0,0,,
0.0129264,95.06882477,0,0,0,,
0.012928,96.93630981,0,0,0,,
0.0129296,98.84781647,0,0,0,,
0.0129312,100.7096481,0,0,0,,
0.0129328,102.5182571,0,0,0,,
0.0129344,104.3254547,0,0,0,,
0.012936,106.0668869,0,0,0,,
0.0129376,106.1455612,0,0,0,,
0.0129392,105.0999985,0,0,0,,
0.0129408,103.7968369,0,0,0,,
0.0129424,102.3106995,0,0,0,,
0.012944,100.6716309,0,0,0,,
0.0129456,98.97528839,0,0,0,,
0.0129472,97.16561127,0,0,0,,
0.0129488,95.28946686,0,0,0,,
0.0129504,93.43541718,0,0,0,,
0.012952,91.56227875,0,0,0,,
0.0129536,89.67463684,0,0,0,,
0.0129552,87.78593445,0,0,0,,
0.0129568,86.58885956,0,0,0,,
0.0129584,87.1286087,0,0,0,,
0.01296,88.36104584,0,0,0,,
0.0129616,89.94124603,0,0,0,,
0.0129632,91.68054962,0,0,0,,
0.0129648,93.48757172,0,0,0,,
0.0129664,95.31156158,0,0,0,,
0.012968,97.19619751,0,0,0,,
0.0129696,99.10876465,0,0,0,,
0.0129712,100.9812012,0,0,0,,
0.0129728,102.8080292,0,0,0,,
0.0129744,104.6314926,0,0,0,,
0.012976,106.392189,0,0,0,,
0.0129776,106.453537,0,0,0,,
0.0129792,105.4023132,0,0,0,,
0.0129808,104.0740585,0,0,0,,
0.0129824,102.5490189,0,0,0,,
0.012984,100.9129562,0,0,0,,
0.0129856,99.18408203,0,0,0,,
0.0129872,97.36026764,0,0,0,,
0.0129888,95.4551239,0,0,0,,
0.0129904,93.568367,0,0,0,,
0.012992,91.66429138,0,0,0,,
0.0129936,89.78160095,0,0,0,,
0.0129952,87.88546753,0,0,0,,
0.0129968,86.64720154,0,0,0,,
0.0129984,87.19313812,0,0,0,,
0.013,88.44909668,0,0,0,,
0.0130016,90.02062225,0,0,0,,
0.0130032,91.75816345,0,0,0,,
0.0130048,93.57879639,0,0,0,,
0.0130064,95.43107605,0,0,0,,
0.013008,97.33074188,0,0,0,,
0.0130096,99.24772644,0,0,0,,
0.0130112,101.1155701,0,0,0,,
0.0130128,102.9689102,0,0,0,,
0.0130144,104.8199539,0,0,0,,
0.013016,106.574646,0,0,0,,
0.0130176,106.629982,0,0,0,,
0.0130192,105.558075,0,0,0,,
0.0130208,104.2306976,0,0,0,,
0.0130224,102.7175064,0,0,0,,
0.013024,101.0589905,0,0,0,,
0.0130256,99.29475403,0,0,0,,
0.0130272,97.46244812,0,0,0,,
0.0130288,95.54263306,0,0,0,,
0.0130304,93.62334442,0,0,0,,
0.013032,91.73376465,0,0,0,,
0.0130336,89.81394958,0,0,0,,
0.0130352,87.89077759,0,0,0,,
0.0130368,86.65657043,0,0,0,,
0.0130384,87.21524048,0,0,0,,
0.01304,88.44255066,0,0,0,,
0.0130416,90.03618622,0,0,0,,
0.0130432,91.78167725,0,0,0,,
0.0130448,93.60726166,0,0,0,,
0.0130464,95.47438812,0,0,0,,
0.013048,97.3972168,0,0,0,,
0.0130496,99.2894516,0,0,0,,
0.0130512,101.2089157,0,0,0,,
0.0130528,103.0627899,0,0,0,,
0.0130544,104.9198456,0,0,0,,
0.013056,106.6763,0,0,0,,
0.0130576,106.7516174,0,0,0,,
0.0130592,105.6719284,0,0,0,,
0.0130608,104.3171463,0,0,0,,
0.0130624,102.7836304,0,0,0,,
0.013064,101.1187515,0,0,0,,
0.0130656,99.33930969,0,0,0,,
0.0130672,97.50806427,0,0,0,,
0.0130688,95.58276367,0,0,0,,
0.0130704,93.65428925,0,0,0,,
0.013072,91.73765564,0,0,0,,
0.0130736,89.82791901,0,0,0,,
0.0130752,87.87804413,0,0,0,,
0.0130768,86.62916565,0,0,0,,
0.0130784,87.18341827,0,0,0,,
0.01308,88.42363739,0,0,0,,
0.0130816,90.00630188,0,0,0,,
0.0130832,91.76966095,0,0,0,,
0.0130848,93.59718323,0,0,0,,
0.0130864,95.47421265,0,0,0,,
0.013088,97.40145874,0,0,0,,
0.0130896,99.32763672,0,0,0,,
0.0130912,101.224823,0,0,0,,
0.0130928,103.1092834,0,0,0,,
0.0130944,104.9527283,0,0,0,,
0.013096,106.7293396,0,0,0,,
0.0130976,106.789093,0,0,0,,
0.0130992,105.773056,0,0,0,,
0.0131008,104.3498535,0,0,0,,
0.0131024,102.8299484,0,0,0,,
0.013104,101.1468582,0,0,0,,
0.0131056,99.36600494,0,0,0,,
0.0131072,97.51885223,0,0,0,,
0.0131088,95.5825882,0,0,0,,
0.0131104,93.65287018,0,0,0,,
0.013112,91.71343994,0,0,0,,
0.0131136,89.78035736,0,0,0,,
0.0131152,87.82270813,0,0,0,,
0.0131168,86.60848236,0,0,0,,
0.0131184,87.14028168,0,0,0,,
0.01312,88.39322662,0,0,0,,
0.0131216,89.9884491,0,0,0,,
0.0131232,91.73677063,0,0,0,,
0.0131248,93.56730652,0,0,0,,
0.0131264,95.45017242,0,0,0,,
0.013128,97.39473724,0,0,0,,
0.0131296,99.31562042,0,0,0,,
0.0131312,101.2191696,0,0,0,,
0.0131328,103.1016846,0,0,0,,
0.0131344,104.9910889,0,0,0,,
0.013136,106.7629318,0,0,0,,
0.0131376,106.8502655,0,0,0,,
0.0131392,105.7520142,0,0,0,,
0.0131408,104.4007721,0,0,0,,
0.0131424,102.8502808,0,0,0,,
0.013144,101.1560516,0,0,0,,
0.0131456,99.39428711,0,0,0,,
0.0131472,97.51654816,0,0,0,,
0.0131488,95.58771515,0,0,0,,
0.0131504,93.62228394,0,0,0,,
0.013152,91.69363403,0,0,0,,
0.0131536,89.74835968,0,0,0,,
0.0131552,87.79477692,0,0,0,,
0.0131568,86.56251526,0,0,0,,
0.0131584,87.10881042,0,0,0,,
0.01316,88.35097504,0,0,0,,
0.0131616,89.94389343,0,0,0,,
0.0131632,91.70883942,0,0,0,,
0.0131648,93.54042816,0,0,0,,
0.0131664,95.43991852,0,0,0,,
0.013168,97.37104797,0,0,0,,
0.0131696,99.31543732,0,0,0,,
0.0131712,101.2168732,0,0,0,,
0.0131728,103.0937271,0,0,0,,
0.0131744,104.976593,0,0,0,,
0.013176,106.7696457,0,0,0,,
0.0131776,106.8515015,0,0,0,,
0.0131792,105.7636871,0,0,0,,
0.0131808,104.404129,0,0,0,,
0.0131824,102.8485107,0,0,0,,
