Meter S/N:	None
Sensor	None	None
Date	[None]
Units	W
Cursor	0,1000448	0,2000896	1,00000000	0,00000000
0,0442880	0	0	0	0	0
0,0443392	0	0	0	0	0
0,0443904	0	0	0	0	0
0,0444416	0	0	0	0	0
0,0444928	0	0	0	0	0
0,0445440	0	0	0	0	0
0,0445952	0	0	0	0	0
0,0446464	0	0	0	0	0
0,0446975	0	0	0	0	0
0,0447488	0	0	0	0	0
0,0448000	0	0	0	0	0
0,0448512	0	0	0	0	0
0,0449024	0	0	0	0	0
0,0449536	0	0	0	0	0
0,0450048	0	0	0	0	0
0,0450560	0	0	0	0	0
0,0451072	0	0	0	0	0
0,0451584	0	0	0	0	0
0,0452096	0	0	0	0	0
0,0452607	0	0	0	0	0
0,0453120	0	0	0	0	0
0,0453632	0	0	0	0	0
0,0454144	0	0	0	0	0
0,0454656	0	0	0	0	0
0,0455168	0	0	0	0	0
0,0455680	0	0	0	0	0
0,0456192	0	0	0	0	0
0,0456704	0	0	0	0	0
0,0457216	0	0	0	0	0
0,0457728	0	0	0	0	0
0,0458239	0	0	0	0	0
0,0458752	0	0	0	0	0
0,0459264	0	0	0	0	0
0,0459776	0	0	0	0	0
0,0460288	0	0	0	0	0
0,0460800	0	0	0	0	0
0,0461312	0	0	0	0	0
0,0461824	0	0	0	0	0
0,0462336	0	0	0	0	0
0,0462848	0	0	0	0	0
0,0463360	0	0	0	0	0
0,0463872	0	0	0	0	0
0,0464384	0	0	0	0	0
0,0464896	0	0	0	0	0
0,0465408	0	0	0	0	0
0,0465920	0	0	0	0	0
0,0466432	0	0	0	0	0
0,0466943	0	0	0	0	0
0,0467456	0	0	0	0	0
0,0467968	0	0	0	0	0
0,0468480	0	0	0	0	0
0,0468992	0	0	0	0	0
0,0469504	0	0	0	0	0
0,0470016	0	0	0	0	0
0,0470528	0	0	0	0	0
0,0471040	0	0	0	0	0
0,0471552	0	0	0	0	0
0,0472064	0	0	0	0	0
0,0472575	0	0	0	0	0
0,0473088	0	0	0	0	0
0,0473600	0	0	0	0	0
0,0474112	0	0	0	0	0
0,0474624	0	0	0	0	0
0,0475136	0	0	0	0	0
0,0475648	0	0	0	0	0
0,0476160	0	0	0	0	0
0,0476672	0	0	0	0	0
0,0477184	0	0	0	0	0
0,0477696	0	0	0	0	0
0,0478207	0	0	0	0	0
0,0478720	0	0	0	0	0
0,0479232	0	0	0	0	0
0,0479744	0	0	0	0	0
0,0480256	0	0	0	0	0
0,0480768	0	0	0	0	0
0,0481280	0	0	0	0	0
0,0481792	0	0	0	0	0
0,0482304	0	0	0	0	0
0,0482816	0	0	0	0	0
0,0483328	0	0	0	0	0
0,0483840	0	0	0	0	0
0,0484352	0	0	0	0	0
0,0484864	0	0	0	0	0
0,0485376	0	0	0	0	0
0,0485888	0	0	0	0	0
0,0486400	0	0	0	0	0
0,0486911	0	0	0	0	0
0,0487424	0	0	0	0	0
0,0487936	0	0	0	0	0
0,0488448	0	0	0	0	0
0,0488960	0	0	0	0	0
0,0489472	0	0	0	0	0
0,0489984	0	0	0	0	0
0,0490496	0	0	0	0	0
0,0491008	0	0	0	0	0
0,0491520	0	0	0	0	0
0,0492032	0	0	0	0	0
0,0492543	0	0	0	0	0
0,0493056	0	0	0	0	0
0,0493568	0	0	0	0	0
0,0494080	0	0	0	0	0
0,0494592	0	0	0	0	0
0,0495104	0	0	0	0	0
0,0495616	0	0	0	0	0
0,0496128	0	0	0	0	0
0,0496640	0	0	0	0	0
0,0497152	0	0	0	0	0
0,0497664	0	0	0	0	0
0,0498175	0	0	0	0	0
0,0498688	0	0	0	0	0
0,0499200	0	0	0	0	0
0,0499712	0	0	0	0	0
0,0500224	0	0	0	0	0
0,0500736	0	0	0	0	0
0,0501248	0	0	0	0	0
0,0501760	0	0	0	0	0
0,0502272	0	0	0	0	0
0,0502784	0	0	0	0	0
0,0503296	0	0	0	0	0
0,0503808	0	0	0	0	0
0,0504320	0	0	0	0	0
0,0504832	0	0	0	0	0
0,0505344	0	0	0	0	0
0,0505856	0	0	0	0	0
0,0506368	0	0	0	0	0
0,0506879	0	0	0	0	0
0,0507392	0	0	0	0	0
0,0507904	0	0	0	0	0
0,0508416	0	0	0	0	0
0,0508928	0	0	0	0	0
0,0509440	0	0	0	0	0
0,0509952	0	0	0	0	0
0,0510464	0	0	0	0	0
0,0510976	0	0	0	0	0
0,0511488	0	0	0	0	0
0,0512000	0	0	0	0	0
0,0512511	0	0	0	0	0
0,0513024	0	0	0	0	0
0,0513536	0	0	0	0	0
0,0514048	0	0	0	0	0
0,0514560	0	0	0	0	0
0,0515072	0	0	0	0	0
0,0515584	0	0	0	0	0
0,0516096	0	0	0	0	0
0,0516608	0	0	0	0	0
0,0517120	0	0	0	0	0
0,0517632	0	0	0	0	0
0,0518143	0	0	0	0	0
0,0518656	0	0	0	0	0
0,0519168	0	0	0	0	0
0,0519680	0	0	0	0	0
0,0520192	0	0	0	0	0
0,0520704	0	0	0	0	0
0,0521216	0	0	0	0	0
0,0521728	0	0	0	0	0
0,0522240	0	0	0	0	0
0,0522752	0	0	0	0	0
0,0523264	0	0	0	0	0
0,0523776	0	0	0	0	0
0,0524288	0	0	0	0	0
0,0524800	0	0	0	0	0
0,0525312	0	0	0	0	0
0,0525824	0	0	0	0	0
0,0526336	0	0	0	0	0
0,0526848	0	0	0	0	0
0,0527360	0	0	0	0	0
0,0527872	0	0	0	0	0
0,0528384	0	0	0	0	0
0,0528896	0	0	0	0	0
0,0529408	0	0	0	0	0
0,0529920	0	0	0	0	0
0,0530432	0	0	0	0	0
0,0530944	0	0	0	0	0
0,0531456	0	0	0	0	0
0,0531968	0	0	0	0	0
0,0532480	0	0	0	0	0
0,0532992	0	0	0	0	0
0,0533504	0	0	0	0	0
0,0534016	0	0	0	0	0
0,0534528	0	0	0	0	0
0,0535040	0	0	0	0	0
0,0535552	0	0	0	0	0
0,0536064	0	0	0	0	0
0,0536576	0	0	0	0	0
0,0537088	0	0	0	0	0
0,0537600	0	0	0	0	0
0,0538112	0	0	0	0	0
0,0538624	0	0	0	0	0
0,0539136	0	0	0	0	0
0,0539648	0	0	0	0	0
0,0540160	0	0	0	0	0
0,0540672	0	0	0	0	0
0,0541184	0	0	0	0	0
0,0541696	0	0	0	0	0
0,0542208	0	0	0	0	0
0,0542720	0	0	0	0	0
0,0543232	0	0	0	0	0
0,0543744	0	0	0	0	0
0,0544256	0	0	0	0	0
0,0544768	0	0	0	0	0
0,0545280	0	0	0	0	0
0,0545792	0	0	0	0	0
0,0546304	0	0	0	0	0
0,0546816	0	0	0	0	0
0,0547328	0	0	0	0	0
0,0547840	0	0	0	0	0
0,0548352	0	0	0	0	0
0,0548864	0	0	0	0	0
0,0549376	0	0	0	0	0
0,0549888	0	0	0	0	0
0,0550400	0	0	0	0	0
0,0550912	0	0	0	0	0
0,0551424	0	0	0	0	0
0,0551936	0	0	0	0	0
0,0552448	0	0	0	0	0
0,0552960	0	0	0	0	0
0,0553472	0	0	0	0	0
0,0553984	0	0	0	0	0
0,0554496	0	0	0	0	0
0,0555008	0	0	0	0	0
0,0555520	0	0	0	0	0
0,0556032	0	0	0	0	0
0,0556544	0	0	0	0	0
0,0557056	0	0	0	0	0
0,0557568	0	0	0	0	0
0,0558080	0	0	0	0	0
0,0558592	0	0	0	0	0
0,0559104	0	0	0	0	0
0,0559616	0	0	0	0	0
0,0560128	0	0	0	0	0
0,0560640	0	0	0	0	0
0,0561152	0	0	0	0	0
0,0561664	0	0	0	0	0
0,0562176	0	0	0	0	0
0,0562688	0	0	0	0	0
0,0563200	0	0	0	0	0
0,0563712	0	0	0	0	0
0,0564224	0	0	0	0	0
0,0564736	0	0	0	0	0
0,0565248	0	0	0	0	0
0,0565760	0	0	0	0	0
0,0566272	0	0	0	0	0
0,0566784	0	0	0	0	0
0,0567296	0	0	0	0	0
0,0567808	0	0	0	0	0
0,0568320	0	0	0	0	0
0,0568832	0	0	0	0	0
0,0569344	0	0	0	0	0
0,0569856	0	0	0	0	0
0,0570368	0	0	0	0	0
0,0570880	0	0	0	0	0
0,0571392	0	0	0	0	0
0,0571904	0	0	0	0	0
0,0572416	0	0	0	0	0
0,0572928	0	0	0	0	0
0,0573440	0	0	0	0	0
0,0573952	0	0	0	0	0
0,0574464	0	0	0	0	0
0,0574976	0	0	0	0	0
0,0575488	0	0	0	0	0
0,0576000	0	0	0	0	0
0,0576512	0	0	0	0	0
0,0577024	0	0	0	0	0
0,0577536	0	0	0	0	0
0,0578048	0	0	0	0	0
0,0578560	0	0	0	0	0
0,0579072	0	0	0	0	0
0,0579584	0	0	0	0	0
0,0580096	0	0	0	0	0
0,0580608	0	0	0	0	0
0,0581120	0	0	0	0	0
0,0581632	0	0	0	0	0
0,0582144	0	0	0	0	0
0,0582656	0	0	0	0	0
0,0583168	0	0	0	0	0
0,0583680	0	0	0	0	0
0,0584192	0	0	0	0	0
0,0584704	0	0	0	0	0
0,0585216	0	0	0	0	0
0,0585728	0	0	0	0	0
0,0586240	0	0	0	0	0
0,0586752	0	0	0	0	0
0,0587264	0	0	0	0	0
0,0587776	0	0	0	0	0
0,0588288	0	0	0	0	0
0,0588800	0	0	0	0	0
0,0589312	0	0	0	0	0
0,0589824	0	0	0	0	0
0,0590336	0	0	0	0	0
0,0590848	0	0	0	0	0
0,0591360	0	0	0	0	0
0,0591872	0	0	0	0	0
0,0592384	0	0	0	0	0
0,0592896	0	0	0	0	0
0,0593408	0	0	0	0	0
0,0593920	0	0	0	0	0
0,0594432	0	0	0	0	0
0,0594944	0	0	0	0	0
0,0595456	0	0	0	0	0
0,0595968	0	0	0	0	0
0,0596480	0	0	0	0	0
0,0596992	0	0	0	0	0
0,0597504	0	0	0	0	0
0,0598016	0	0	0	0	0
0,0598528	0	0	0	0	0
0,0599040	0	0	0	0	0
0,0599552	0	0	0	0	0
0,0600064	0	0	0	0	0
0,0600576	0	0	0	0	0
0,0601088	0	0	0	0	0
0,0601600	0	0	0	0	0
0,0602112	0	0	0	0	0
0,0602624	0	0	0	0	0
0,0603136	0	0	0	0	0
0,0603648	0	0	0	0	0
0,0604160	0	0	0	0	0
0,0604672	0	0	0	0	0
0,0605184	0	0	0	0	0
0,0605696	0	0	0	0	0
0,0606208	0	0	0	0	0
0,0606720	0	0	0	0	0
0,0607232	0	0	0	0	0
0,0607744	0	0	0	0	0
0,0608256	0	0	0	0	0
0,0608768	0	0	0	0	0
0,0609280	0	0	0	0	0
0,0609792	0	0	0	0	0
0,0610304	0	0	0	0	0
0,0610816	0	0	0	0	0
0,0611328	0	0	0	0	0
0,0611840	0	0	0	0	0
0,0612352	0	0	0	0	0
0,0612864	0	0	0	0	0
0,0613376	0	0	0	0	0
0,0613888	0	0	0	0	0
0,0614400	0	0	0	0	0
0,0614912	0	0	0	0	0
0,0615424	0	0	0	0	0
0,0615936	0	0	0	0	0
0,0616448	0	0	0	0	0
0,0616960	0	0	0	0	0
0,0617472	0	0	0	0	0
0,0617984	0	0	0	0	0
0,0618496	0	0	0	0	0
0,0619008	0	0	0	0	0
0,0619520	0	0	0	0	0
0,0620032	0	0	0	0	0
0,0620544	0	0	0	0	0
0,0621056	0	0	0	0	0
0,0621568	0	0	0	0	0
0,0622080	0	0	0	0	0
0,0622592	0	0	0	0	0
0,0623104	0	0	0	0	0
0,0623616	0	0	0	0	0
0,0624128	0	0	0	0	0
0,0624640	0	0	0	0	0
0,0625152	0	0	0	0	0
0,0625664	0	0	0	0	0
0,0626176	0	0	0	0	0
0,0626688	0	0	0	0	0
0,0627200	0	0	0	0	0
0,0627712	0	0	0	0	0
0,0628224	0	0	0	0	0
0,0628736	0	0	0	0	0
0,0629248	0	0	0	0	0
0,0629760	0	0	0	0	0
0,0630272	0	0	0	0	0
0,0630784	0	0	0	0	0
0,0631295	0	0	0	0	0
0,0631808	0	0	0	0	0
0,0632320	0	0	0	0	0
0,0632832	0	0	0	0	0
0,0633344	0	0	0	0	0
0,0633856	0	0	0	0	0
0,0634368	0	0	0	0	0
0,0634880	0	0	0	0	0
0,0635392	0	0	0	0	0
0,0635904	0	0	0	0	0
0,0636416	0	0	0	0	0
0,0636927	0	0	0	0	0
0,0637440	0	0	0	0	0
0,0637952	0	0	0	0	0
0,0638464	0	0	0	0	0
0,0638976	0	0	0	0	0
0,0639488	0	0	0	0	0
0,0640000	0	0	0	0	0
0,0640512	0	0	0	0	0
0,0641024	0	0	0	0	0
0,0641536	0	0	0	0	0
0,0642048	0	0	0	0	0
0,0642559	0	0	0	0	0
0,0643072	0	0	0	0	0
0,0643584	0	0	0	0	0
0,0644096	0	0	0	0	0
0,0644608	0	0	0	0	0
0,0645120	0	0	0	0	0
0,0645632	0	0	0	0	0
0,0646144	0	0	0	0	0
0,0646656	0	0	0	0	0
0,0647168	0	0	0	0	0
0,0647680	0	0	0	0	0
0,0648191	0	0	0	0	0
0,0648704	0	0	0	0	0
0,0649216	0	0	0	0	0
0,0649728	0	0	0	0	0
0,0650240	0	0	0	0	0
0,0650752	0	0	0	0	0
0,0651264	0	0	0	0	0
0,0651776	0	0	0	0	0
0,0652288	0	0	0	0	0
0,0652800	0	0	0	0	0
0,0653312	0	0	0	0	0
0,0653823	0	0	0	0	0
0,0654336	0	0	0	0	0
0,0654848	0	0	0	0	0
0,0655360	0	0	0	0	0
0,0655872	0	0	0	0	0
0,0656384	0	0	0	0	0
0,0656896	0	0	0	0	0
0,0657408	0	0	0	0	0
0,0657920	0	0	0	0	0
0,0658432	0	0	0	0	0
0,0658944	0	0	0	0	0
0,0659455	0	0	0	0	0
0,0659968	0	0	0	0	0
0,0660480	0	0	0	0	0
0,0660992	0	0	0	0	0
0,0661504	0	0	0	0	0
0,0662016	0	0	0	0	0
0,0662528	0	0	0	0	0
0,0663040	0	0	0	0	0
0,0663552	0	0	0	0	0
0,0664064	0	0	0	0	0
0,0664576	0	0	0	0	0
0,0665088	0	0	0	0	0
0,0665599	0	0	0	0	0
0,0666112	0	0	0	0	0
0,0666624	0	0	0	0	0
0,0667136	0	0	0	0	0
0,0667648	0	0	0	0	0
0,0668160	0	0	0	0	0
0,0668672	0	0	0	0	0
0,0669184	0	0	0	0	0
0,0669696	0	0	0	0	0
0,0670208	0	0	0	0	0
0,0670720	0	0	0	0	0
0,0671231	0	0	0	0	0
0,0671744	0	0	0	0	0
0,0672256	0	0	0	0	0
0,0672768	0	0	0	0	0
0,0673280	0	0	0	0	0
0,0673792	0	0	0	0	0
0,0674304	0	0	0	0	0
0,0674816	0	0	0	0	0
0,0675328	0	0	0	0	0
0,0675840	0	0	0	0	0
0,0676352	0	0	0	0	0
0,0676863	0	0	0	0	0
0,0677376	0	0	0	0	0
0,0677888	0	0	0	0	0
0,0678400	0	0	0	0	0
0,0678912	0	0	0	0	0
0,0679424	0	0	0	0	0
0,0679936	0	0	0	0	0
0,0680448	0	0	0	0	0
0,0680960	0	0	0	0	0
0,0681472	0	0	0	0	0
0,0681984	0	0	0	0	0
0,0682495	0	0	0	0	0
0,0683008	0	0	0	0	0
0,0683520	0	0	0	0	0
0,0684032	0	0	0	0	0
0,0684544	0	0	0	0	0
0,0685056	0	0	0	0	0
0,0685568	0	0	0	0	0
0,0686080	0	0	0	0	0
0,0686592	0	0	0	0	0
0,0687104	0	0	0	0	0
0,0687616	0	0	0	0	0
0,0688127	0	0	0	0	0
0,0688640	0	0	0	0	0
0,0689152	0	0	0	0	0
0,0689664	0	0	0	0	0
0,0690176	0	0	0	0	0
0,0690688	0	0	0	0	0
0,0691200	0	0	0	0	0
0,0691712	0	0	0	0	0
0,0692224	0	0	0	0	0
0,0692736	0	0	0	0	0
0,0693248	0	0	0	0	0
0,0693759	0	0	0	0	0
0,0694272	0	0	0	0	0
0,0694784	0	0	0	0	0
0,0695296	0	0	0	0	0
0,0695808	0	0	0	0	0
0,0696320	0	0	0	0	0
0,0696832	0	0	0	0	0
0,0697344	0	0	0	0	0
0,0697856	0	0	0	0	0
0,0698368	0	0	0	0	0
0,0698880	0	0	0	0	0
0,0699392	0	0	0	0	0
0,0699904	0	0	0	0	0
0,0700416	0	0	0	0	0
0,0700928	0	0	0	0	0
0,0701440	0	0	0	0	0
0,0701952	0	0	0	0	0
0,0702464	0	0	0	0	0
0,0702976	0	0	0	0	0
0,0703488	0	0	0	0	0
0,0704000	0	0	0	0	0
0,0704512	0	0	0	0	0
0,0705024	0	0	0	0	0
0,0705535	0	0	0	0	0
0,0706048	0	0	0	0	0
0,0706560	0	0	0	0	0
0,0707072	0	0	0	0	0
0,0707584	0	0	0	0	0
0,0708096	0	0	0	0	0
0,0708608	0	0	0	0	0
0,0709120	0	0	0	0	0
0,0709632	0	0	0	0	0
0,0710144	0	0	0	0	0
0,0710656	0	0	0	0	0
0,0711167	0	0	0	0	0
0,0711680	0	0	0	0	0
0,0712192	0	0	0	0	0
0,0712704	0	0	0	0	0
0,0713216	0	0	0	0	0
0,0713728	0	0	0	0	0
0,0714240	0	0	0	0	0
0,0714752	0	0	0	0	0
0,0715264	0	0	0	0	0
0,0715776	0	0	0	0	0
0,0716288	0	0	0	0	0
0,0716799	0	0	0	0	0
0,0717312	0	0	0	0	0
0,0717824	0	0	0	0	0
0,0718336	0	0	0	0	0
0,0718848	0	0	0	0	0
0,0719360	0	0	0	0	0
0,0719872	0	0	0	0	0
0,0720384	0	0	0	0	0
0,0720896	0	0	0	0	0
0,0721408	0	0	0	0	0
0,0721920	0	0	0	0	0
0,0722431	0	0	0	0	0
0,0722944	0	0	0	0	0
0,0723456	0	0	0	0	0
0,0723968	0	0	0	0	0
0,0724480	0	0	0	0	0
0,0724992	0	0	0	0	0
0,0725504	0	0	0	0	0
0,0726016	0	0	0	0	0
0,0726528	0	0	0	0	0
0,0727040	0	0	0	0	0
0,0727552	0	0	0	0	0
0,0728063	0	0	0	0	0
0,0728576	0	0	0	0	0
0,0729088	0	0	0	0	0
0,0729600	0	0	0	0	0
0,0730112	0	0	0	0	0
0,0730624	0	0	0	0	0
0,0731136	0	0	0	0	0
0,0731648	0	0	0	0	0
0,0732160	0	0	0	0	0
0,0732672	0	0	0	0	0
0,0733184	0	0	0	0	0
0,0733695	0	0	0	0	0
0,0734208	0	0	0	0	0
0,0734720	0	0	0	0	0
0,0735232	0	0	0	0	0
0,0735744	0	0	0	0	0
0,0736256	0	0	0	0	0
0,0736768	0	0	0	0	0
0,0737280	0	0	0	0	0
0,0737792	0	0	0	0	0
0,0738304	0	0	0	0	0
0,0738816	0	0	0	0	0
0,0739328	0	0	0	0	0
0,0739840	0	0	0	0	0
0,0740352	0	0	0	0	0
0,0740864	0	0	0	0	0
0,0741376	0	0	0	0	0
0,0741888	0	0	0	0	0
0,0742400	0	0	0	0	0
0,0742912	0	0	0	0	0
0,0743424	0	0	0	0	0
0,0743936	0	0	0	0	0
0,0744448	0	0	0	0	0
0,0744960	0	0	0	0	0
0,0745471	0	0	0	0	0
0,0745984	0	0	0	0	0
0,0746496	0	0	0	0	0
0,0747008	0	0	0	0	0
0,0747520	0	0	0	0	0
0,0748032	0	0	0	0	0
0,0748544	0	0	0	0	0
0,0749056	0	0	0	0	0
0,0749568	0	0	0	0	0
0,0750080	0	0	0	0	0
0,0750592	0	0	0	0	0
0,0751103	0	0	0	0	0
0,0751616	0	0	0	0	0
0,0752128	0	0	0	0	0
0,0752640	0	0	0	0	0
0,0753152	0	0	0	0	0
0,0753664	0	0	0	0	0
0,0754176	0	0	0	0	0
0,0754688	0	0	0	0	0
0,0755200	0	0	0	0	0
0,0755712	0	0	0	0	0
0,0756224	0	0	0	0	0
0,0756735	0	0	0	0	0
0,0757248	0	0	0	0	0
0,0757760	0	0	0	0	0
0,0758272	0	0	0	0	0
0,0758784	0	0	0	0	0
0,0759296	0	0	0	0	0
0,0759808	0	0	0	0	0
0,0760320	0	0	0	0	0
0,0760832	0	0	0	0	0
0,0761344	0	0	0	0	0
0,0761856	0	0	0	0	0
0,0762367	0	0	0	0	0
0,0762880	0	0	0	0	0
0,0763392	0	0	0	0	0
0,0763904	0	0	0	0	0
0,0764416	0	0	0	0	0
0,0764928	0	0	0	0	0
0,0765440	0	0	0	0	0
0,0765952	0	0	0	0	0
0,0766464	0	0	0	0	0
0,0766976	0	0	0	0	0
0,0767488	0	0	0	0	0
0,0767999	0	0	0	0	0
0,0768512	0	0	0	0	0
0,0769024	0	0	0	0	0
0,0769536	0	0	0	0	0
0,0770048	0	0	0	0	0
0,0770560	0	0	0	0	0
0,0771072	0	0	0	0	0
0,0771584	0	0	0	0	0
0,0772096	0	0	0	0	0
0,0772608	0	0	0	0	0
0,0773120	0	0	0	0	0
0,0773631	0	0	0	0	0
0,0774144	0	0	0	0	0
0,0774656	0	0	0	0	0
0,0775168	0	0	0	0	0
0,0775680	0	0	0	0	0
0,0776192	0	0	0	0	0
0,0776704	0	0	0	0	0
0,0777216	0	0	0	0	0
0,0777728	0	0	0	0	0
0,0778240	0	0	0	0	0
0,0778752	0	0	0	0	0
0,0779264	0	0	0	0	0
0,0779775	0	0	0	0	0
0,0780288	0	0	0	0	0
0,0780800	0	0	0	0	0
0,0781312	0	0	0	0	0
0,0781824	0	0	0	0	0
0,0782336	0	0	0	0	0
0,0782848	0	0	0	0	0
0,0783360	0	0	0	0	0
0,0783872	0	0	0	0	0
0,0784384	0	0	0	0	0
0,0784896	0	0	0	0	0
0,0785407	0	0	0	0	0
0,0785920	0	0	0	0	0
0,0786432	0	0	0	0	0
0,0786944	0	0	0	0	0
0,0787456	0	0	0	0	0
0,0787968	0	0	0	0	0
0,0788480	0	0	0	0	0
0,0788992	0	0	0	0	0
0,0789504	0	0	0	0	0
0,0790016	0	0	0	0	0
0,0790528	0	0	0	0	0
0,0791039	0	0	0	0	0
0,0791552	0	0	0	0	0
0,0792064	0	0	0	0	0
0,0792576	0	0	0	0	0
0,0793088	0	0	0	0	0
0,0793600	0	0	0	0	0
0,0794112	0	0	0	0	0
0,0794624	0	0	0	0	0
0,0795136	0	0	0	0	0
0,0795648	0	0	0	0	0
0,0796160	0	0	0	0	0
0,0796671	0	0	0	0	0
0,0797184	0	0	0	0	0
0,0797696	0	0	0	0	0
0,0798208	0	0	0	0	0
0,0798720	0	0	0	0	0
0,0799232	0	0	0	0	0
0,0799744	0	0	0	0	0
0,0800256	0	0	0	0	0
0,0800768	0	0	0	0	0
0,0801280	0	0	0	0	0
0,0801792	0	0	0	0	0
0,0802303	0	0	0	0	0
0,0802816	0	0	0	0	0
0,0803328	0	0	0	0	0
0,0803840	0	0	0	0	0
0,0804352	0	0	0	0	0
0,0804864	0	0	0	0	0
0,0805376	0	0	0	0	0
0,0805888	0	0	0	0	0
0,0806400	0	0	0	0	0
0,0806912	0	0	0	0	0
0,0807424	0	0	0	0	0
0,0807935	0	0	0	0	0
0,0808448	0	0	0	0	0
0,0808960	0	0	0	0	0
0,0809472	0	0	0	0	0
0,0809984	0	0	0	0	0
0,0810496	0	0	0	0	0
0,0811008	0	0	0	0	0
0,0811520	0	0	0	0	0
0,0812032	0	0	0	0	0
0,0812544	0	0	0	0	0
0,0813056	0	0	0	0	0
0,0813568	0	0	0	0	0
0,0814080	0	0	0	0	0
0,0814592	0	0	0	0	0
0,0815104	0	0	0	0	0
0,0815616	0	0	0	0	0
0,0816128	0	0	0	0	0
0,0816640	0	0	0	0	0
0,0817152	0	0	0	0	0
0,0817664	0	0	0	0	0
0,0818176	0	0	0	0	0
0,0818688	0	0	0	0	0
0,0819200	0	0	0	0	0
0,0819711	0	0	0	0	0
0,0820224	0	0	0	0	0
0,0820736	0	0	0	0	0
0,0821248	0	0	0	0	0
0,0821760	0	0	0	0	0
0,0822272	0	0	0	0	0
0,0822784	0	0	0	0	0
0,0823296	0	0	0	0	0
0,0823808	0	0	0	0	0
0,0824320	0	0	0	0	0
0,0824832	0	0	0	0	0
0,0825343	0	0	0	0	0
0,0825856	0	0	0	0	0
0,0826368	0	0	0	0	0
0,0826880	0	0	0	0	0
0,0827392	0	0	0	0	0
0,0827904	0	0	0	0	0
0,0828416	0	0	0	0	0
0,0828928	0	0	0	0	0
0,0829440	0	0	0	0	0
0,0829952	0	0	0	0	0
0,0830464	0	0	0	0	0
0,0830975	0	0	0	0	0
0,0831488	0	0	0	0	0
0,0832000	0	0	0	0	0
0,0832512	0	0	0	0	0
0,0833024	0	0	0	0	0
0,0833536	0	0	0	0	0
0,0834048	0	0	0	0	0
0,0834560	0	0	0	0	0
0,0835072	0	0	0	0	0
0,0835584	0	0	0	0	0
0,0836096	0	0	0	0	0
0,0836607	0	0	0	0	0
0,0837120	0	0	0	0	0
0,0837632	0	0	0	0	0
0,0838144	0	0	0	0	0
0,0838656	0	0	0	0	0
0,0839168	0	0	0	0	0
0,0839680	0	0	0	0	0
0,0840192	0	0	0	0	0
0,0840704	0	0	0	0	0
0,0841216	0	0	0	0	0
0,0841728	0	0	0	0	0
0,0842239	0	0	0	0	0
0,0842752	0	0	0	0	0
0,0843264	0	0	0	0	0
0,0843776	0	0	0	0	0
0,0844288	0	0	0	0	0
0,0844800	0	0	0	0	0
0,0845312	0	0	0	0	0
0,0845824	0	0	0	0	0
0,0846336	0	0	0	0	0
0,0846848	0	0	0	0	0
0,0847360	0	0	0	0	0
0,0847871	0	0	0	0	0
0,0848384	0	0	0	0	0
0,0848896	0	0	0	0	0
0,0849408	0	0	0	0	0
0,0849920	0	0	0	0	0
0,0850432	0	0	0	0	0
0,0850944	0	0	0	0	0
0,0851456	0	0	0	0	0
0,0851968	0	0	0	0	0
0,0852480	0	0	0	0	0
0,0852992	0	0	0	0	0
0,0853504	0	0	0	0	0
0,0854016	0	0	0	0	0
0,0854528	0	0	0	0	0
0,0855040	0	0	0	0	0
0,0855552	0	0	0	0	0
0,0856064	0	0	0	0	0
0,0856576	0	0	0	0	0
0,0857088	0	0	0	0	0
0,0857600	0	0	0	0	0
0,0858112	0	0	0	0	0
0,0858624	0	0	0	0	0
0,0859136	0	0	0	0	0
0,0859647	0	0	0	0	0
0,0860160	0	0	0	0	0
0,0860672	0	0	0	0	0
0,0861184	0	0	0	0	0
0,0861696	0	0	0	0	0
0,0862208	0	0	0	0	0
0,0862720	0	0	0	0	0
0,0863232	0	0	0	0	0
0,0863744	0	0	0	0	0
0,0864256	0	0	0	0	0
0,0864768	0	0	0	0	0
0,0865279	0	0	0	0	0
0,0865792	0	0	0	0	0
0,0866304	0	0	0	0	0
0,0866816	0	0	0	0	0
0,0867328	0	0	0	0	0
0,0867840	0	0	0	0	0
0,0868352	0	0	0	0	0
0,0868864	0	0	0	0	0
0,0869376	0	0	0	0	0
0,0869888	0	0	0	0	0
0,0870400	0	0	0	0	0
0,0870911	0	0	0	0	0
0,0871424	0	0	0	0	0
0,0871936	0	0	0	0	0
0,0872448	0	0	0	0	0
0,0872960	0	0	0	0	0
0,0873472	0	0	0	0	0
0,0873984	0	0	0	0	0
0,0874496	0	0	0	0	0
0,0875008	0	0	0	0	0
0,0875520	0	0	0	0	0
0,0876032	0	0	0	0	0
0,0876543	0	0	0	0	0
0,0877056	0	0	0	0	0
0,0877568	0	0	0	0	0
0,0878080	0	0	0	0	0
0,0878592	0	0	0	0	0
0,0879104	0	0	0	0	0
0,0879616	0	0	0	0	0
0,0880128	0	0	0	0	0
0,0880640	0	0	0	0	0
0,0881152	0	0	0	0	0
0,0881664	0	0	0	0	0
0,0882175	0	0	0	0	0
0,0882688	0	0	0	0	0
0,0883200	0	0	0	0	0
0,0883712	0	0	0	0	0
0,0884224	0	0	0	0	0
0,0884736	0	0	0	0	0
0,0885248	0	0	0	0	0
0,0885760	0	0	0	0	0
0,0886272	0	0	0	0	0
0,0886784	0	0	0	0	0
0,0887296	0	0	0	0	0
0,0887808	0	0	0	0	0
0,0888320	0	0	0	0	0
